Log,mixer_motor_temperature_M1,mixer_speed_M2,cp_temperature,cp_pressure,cp_flowrate,mixer_pressure,mixer_temperature_Funnel_outlet,mixer_torque_M2,mixer_temperature_Funnel,ac_flowrate,mixer_speed_M1,mixer_motor_temperature_M2,mixer_torque_M1,Time
668,20.4,59.768,24.9,0.631,3.0,0.247,26.0,3.776,25.5,103.2,59.768,22.5,2.228,12:24:17.176
669,20.7,59.776,24.9,0.671,3.0,0.247,26.0,3.247,25.5,103.2,59.776,22.7,3.096,12:24:18.320
670,20.9,59.637,26.3,0.616,3.0,0.243,26.0,2.681,25.5,103.2,59.637,22.5,3.398,12:24:19.472
671,20.9,60.266,26.3,0.591,3.0,0.251,26.0,2.756,25.4,103.2,60.266,22.9,2.379,12:24:20.623
672,21.6,60.877,24.9,0.591,3.0,0.304,28.0,3.285,25.5,103.2,60.877,22.7,2.832,12:24:21.778
673,20.9,60.06,24.9,0.574,3.0,0.288,28.1,2.832,26.9,103.2,60.06,22.5,3.247,12:24:22.933
674,21.1,59.791,24.9,0.603,3.0,0.317,28.1,3.512,26.9,103.2,59.791,22.7,2.681,12:24:24.076
675,20.9,59.824,24.9,0.63,3.0,0.247,28.1,2.454,26.9,103.2,59.824,22.5,2.379,12:24:25.213
676,20.9,59.796,24.9,0.612,3.0,0.319,28.1,2.794,26.9,103.2,59.796,22.7,2.832,12:24:26.355
677,20.7,59.57,24.9,0.518,3.0,0.223,26.0,2.643,26.9,103.2,59.57,23.2,3.172,12:24:27.511
678,20.7,60.419,24.9,0.559,3.0,0.245,26.0,3.625,25.5,103.2,60.419,22.7,2.379,12:24:28.662
679,20.9,59.735,24.9,0.629,3.0,0.251,26.0,3.323,27.0,103.2,59.735,22.7,4.003,12:24:29.798
680,21.3,59.914,26.4,0.598,3.0,0.264,26.0,3.134,25.5,103.2,59.914,22.7,3.059,12:24:30.967
681,20.2,59.95,26.4,0.602,3.0,0.26,26.0,2.719,25.5,103.2,59.95,22.7,2.228,12:24:32.107
682,21.1,59.697,26.4,0.551,3.0,0.314,26.0,2.605,25.5,103.2,59.697,22.3,2.492,12:24:33.246
683,20.4,59.778,26.4,0.579,3.0,0.289,26.0,2.983,25.5,103.2,59.778,22.7,2.53,12:24:34.402
684,20.0,59.95,26.4,0.516,3.0,0.298,28.1,4.418,25.5,103.2,59.95,22.7,2.908,12:24:35.551
685,20.7,60.037,26.4,0.607,3.0,0.308,28.1,3.134,25.5,103.2,60.037,22.7,3.512,12:24:36.691
686,21.3,60.073,25.0,0.63,3.0,0.275,26.0,2.53,26.9,103.2,60.073,23.2,2.643,12:24:37.861
687,20.9,60.346,24.9,0.624,3.0,0.314,26.0,4.531,25.5,103.2,60.346,22.7,1.964,12:24:39.017
688,20.9,59.919,24.9,0.551,3.0,0.288,26.0,4.078,25.5,103.2,59.919,22.7,1.926,12:24:40.159
689,20.9,60.744,24.9,0.625,3.0,0.211,26.0,3.21,25.5,103.2,60.744,22.5,2.983,12:24:41.312
690,21.1,59.93,25.0,0.603,3.0,0.273,26.0,2.492,25.5,103.2,59.93,22.9,2.908,12:24:42.441
691,20.9,59.981,26.4,0.569,3.0,0.243,26.0,2.568,25.5,103.2,59.981,22.5,2.945,12:24:43.609
692,20.4,59.482,26.4,0.624,3.0,0.255,26.0,3.625,25.5,103.2,59.482,22.7,3.814,12:24:44.751
693,21.3,59.576,26.4,0.574,3.0,0.269,26.0,4.418,25.5,103.2,59.576,22.5,2.908,12:24:45.888
694,20.9,60.029,24.9,0.621,3.0,0.283,28.1,3.059,25.5,103.2,60.029,22.7,2.454,12:24:47.042
695,21.8,59.992,25.0,0.62,3.0,0.317,26.0,2.681,27.0,103.2,59.992,22.7,2.379,12:24:48.212
696,20.9,59.794,25.0,0.559,3.0,0.237,26.0,2.417,25.5,103.2,59.794,22.9,2.756,12:24:49.368
697,20.9,59.855,25.0,0.605,3.0,0.278,26.0,3.285,25.5,103.2,59.855,22.7,2.643,12:24:50.522
698,20.9,60.004,26.4,0.56,3.0,0.273,26.0,3.134,25.5,103.2,60.004,23.2,2.643,12:24:51.680
699,21.1,59.95,25.0,0.565,3.0,0.26,28.1,3.096,25.5,103.2,59.95,22.7,3.323,12:24:52.836
700,20.9,60.134,25.0,0.551,3.0,0.265,26.0,2.983,27.0,103.2,60.134,22.5,2.454,12:24:53.994
701,20.4,59.716,25.0,0.591,3.0,0.269,26.0,3.889,25.5,103.2,59.716,22.7,1.812,12:24:55.132
702,20.0,59.922,25.0,0.568,3.0,0.261,26.0,2.945,27.0,103.2,59.922,22.7,2.643,12:24:56.297
703,21.1,59.949,25.0,0.596,3.0,0.256,26.0,2.454,25.5,103.2,59.949,22.7,3.361,12:24:57.450
704,20.9,59.583,26.4,0.493,3.0,0.288,26.0,3.323,25.5,103.2,59.583,22.9,2.983,12:24:58.605
705,21.6,61.714,26.4,0.529,3.0,0.219,28.1,2.568,25.5,103.2,61.714,22.9,2.228,12:24:59.755
706,20.7,59.316,26.4,0.605,3.0,0.321,28.1,2.681,25.5,103.2,59.316,22.9,3.285,12:25:00.911
707,21.3,59.879,25.0,0.601,3.0,0.245,26.0,3.398,25.5,103.2,59.879,22.7,2.908,12:25:02.055
708,20.9,59.753,25.0,0.579,3.0,0.265,26.0,2.643,25.5,103.2,59.753,22.7,2.341,12:25:03.209
709,21.3,60.314,25.0,0.624,3.0,0.26,26.0,3.059,27.0,103.2,60.314,22.9,2.681,12:25:04.357
710,21.1,60.088,25.0,0.673,3.0,0.26,26.0,2.605,27.0,103.2,60.088,22.7,2.681,12:25:05.496
711,20.9,60.086,25.0,0.573,3.0,0.323,26.0,3.549,27.0,103.2,60.086,22.7,2.379,12:25:06.647
712,20.9,60.298,25.0,0.502,3.0,0.265,26.0,3.172,25.5,103.2,60.298,22.7,3.096,12:25:07.797
713,21.1,60.106,25.0,0.588,3.0,0.265,26.0,3.21,25.5,103.2,60.106,22.7,3.096,12:25:08.949
714,20.9,60.214,26.4,0.554,3.0,0.294,28.1,2.794,25.5,103.2,60.214,22.7,2.228,12:25:10.107
715,21.1,59.643,26.4,0.613,3.0,0.281,28.1,2.492,25.5,103.2,59.643,22.7,3.096,12:25:11.256
716,20.7,60.198,26.5,0.586,3.0,0.3,28.1,2.568,25.5,103.2,60.198,23.2,2.53,12:25:12.397
717,21.1,60.32,25.0,0.526,3.0,0.27,26.0,3.361,25.5,103.2,60.32,23.2,3.398,12:25:13.546
718,20.9,60.158,25.0,0.636,3.0,0.27,26.0,3.587,25.5,103.2,60.158,22.9,3.361,12:25:14.684
719,20.7,60.045,26.4,0.584,3.0,0.247,28.1,3.172,25.5,103.2,60.045,22.7,3.21,12:25:15.820
720,21.3,60.993,26.4,0.587,3.0,0.284,28.1,2.983,25.5,103.2,60.993,22.7,2.53,12:25:16.954
721,20.4,59.803,26.5,0.588,3.0,0.266,26.0,3.398,25.5,103.2,59.803,22.7,2.568,12:25:18.111
722,21.3,60.349,25.0,0.544,3.0,0.271,26.0,2.87,25.5,103.2,60.349,22.7,2.152,12:25:19.261
723,21.1,58.95,25.0,0.564,3.0,0.265,26.0,2.756,27.0,103.2,58.95,22.9,4.493,12:25:20.416
724,21.3,60.492,25.0,0.549,3.0,0.3,26.0,2.756,27.0,103.2,60.492,22.7,3.172,12:25:21.570
725,21.3,59.96,25.0,0.551,3.0,0.245,28.1,3.134,25.5,103.2,59.96,22.9,2.605,12:25:22.723
726,20.7,59.955,26.5,0.625,3.0,0.242,28.2,3.134,25.5,103.2,59.955,23.2,3.436,12:25:23.890
727,20.9,59.935,25.0,0.568,3.0,0.242,26.0,3.21,25.5,103.2,59.935,22.7,2.492,12:25:25.047
728,21.3,59.399,25.0,0.635,3.0,0.255,26.0,2.719,25.5,103.2,59.399,23.2,2.908,12:25:26.196
729,20.9,60.284,25.0,0.565,3.0,0.276,26.0,2.001,27.0,103.2,60.284,22.7,2.681,12:25:27.354
730,20.9,59.983,25.0,0.563,3.0,0.259,26.1,2.53,25.5,103.2,59.983,22.9,2.266,12:25:28.510
731,20.7,59.461,26.5,0.598,3.0,0.255,28.2,3.285,25.5,103.2,59.461,22.5,3.7,12:25:29.664
732,21.3,60.024,26.5,0.656,3.0,0.259,28.2,2.681,25.5,103.2,60.024,22.7,3.285,12:25:30.815
733,21.3,59.926,26.5,0.579,3.0,0.303,26.0,2.379,25.5,103.2,59.926,23.2,2.719,12:25:31.966
734,20.9,59.923,25.0,0.54,3.0,0.283,26.1,3.059,25.5,103.2,59.923,22.7,2.228,12:25:33.120
735,20.9,59.758,25.0,0.564,3.0,0.281,26.0,2.983,27.0,103.2,59.758,22.9,2.756,12:25:34.273
736,21.3,59.941,25.0,0.559,3.0,0.28,28.2,2.945,25.5,103.2,59.941,23.2,3.059,12:25:35.442
737,20.9,60.716,26.5,0.615,3.0,0.243,28.2,2.379,25.5,103.2,60.716,22.9,2.53,12:25:36.599
738,21.3,59.867,26.5,0.549,3.0,0.25,28.2,2.756,25.5,103.2,59.867,23.2,2.417,12:25:37.749
739,21.6,59.779,25.0,0.613,3.0,0.37,26.0,3.285,25.5,103.2,59.779,23.2,2.832,12:25:38.909
740,21.3,59.412,25.0,0.612,3.0,0.254,26.1,3.134,27.0,103.2,59.412,23.2,2.945,12:25:40.079
741,21.1,60.031,25.0,0.602,3.0,0.275,26.1,2.794,27.0,103.2,60.031,23.2,2.454,12:25:41.214
742,20.4,59.862,25.0,0.62,3.0,0.261,26.1,3.134,27.0,103.2,59.862,22.7,2.492,12:25:42.368
743,20.7,60.163,25.0,0.709,3.0,0.327,28.2,3.361,25.5,103.2,60.163,22.7,2.379,12:25:43.522
744,21.6,59.507,26.5,0.593,3.0,0.231,28.2,3.663,25.5,103.2,59.507,22.7,3.172,12:25:44.680
745,21.1,60.463,26.5,0.619,3.0,0.313,26.1,2.87,25.5,103.2,60.463,22.9,3.059,12:25:45.835
746,20.4,60.783,25.0,0.603,3.0,0.298,26.1,3.172,27.0,103.2,60.783,23.2,2.228,12:25:47.003
747,20.9,59.874,25.0,0.63,3.0,0.278,26.1,2.794,27.0,103.2,59.874,22.7,1.812,12:25:48.153
748,20.9,60.876,25.0,0.603,3.0,0.261,28.2,2.908,25.5,103.2,60.876,23.2,3.21,12:25:49.303
749,21.3,60.213,25.0,0.629,3.0,0.233,28.2,2.492,25.5,103.2,60.213,22.9,2.794,12:25:50.454
750,20.7,59.924,26.5,0.571,3.0,0.233,26.1,2.719,25.5,103.2,59.924,22.7,2.794,12:25:51.604
751,21.3,59.981,26.5,0.571,3.0,0.217,26.1,2.568,25.5,103.2,59.981,23.2,2.492,12:25:52.760
752,20.9,60.2,25.1,0.714,3.0,0.266,26.1,2.983,25.5,103.2,60.2,22.7,3.323,12:25:53.927
753,20.9,59.852,25.0,0.582,3.0,0.328,26.1,2.794,27.0,103.2,59.852,22.7,2.756,12:25:55.077
754,20.9,59.421,25.1,0.598,3.0,0.247,28.2,2.719,25.5,103.2,59.421,22.9,2.794,12:25:56.248
755,21.1,61.011,26.5,0.563,3.0,0.266,26.1,3.134,25.5,103.2,61.011,23.2,2.945,12:25:57.420
756,20.9,59.88,25.1,0.554,3.0,0.293,26.1,2.983,25.5,103.2,59.88,23.2,3.814,12:25:58.574
757,21.1,59.888,25.1,0.602,3.0,0.231,28.2,2.681,25.5,103.2,59.888,23.4,2.945,12:25:59.744
758,21.3,59.321,25.1,0.535,3.0,0.266,28.2,2.945,25.5,103.2,59.321,23.2,2.945,12:26:00.896
759,20.9,59.961,26.5,0.621,3.0,0.31,26.1,3.172,25.5,103.2,59.961,22.7,2.719,12:26:02.053
760,21.3,59.762,26.5,0.553,3.0,0.254,26.1,2.681,25.5,103.2,59.762,22.9,2.945,12:26:03.211
761,21.3,60.028,25.1,0.579,3.0,0.211,26.1,2.19,27.0,103.2,60.028,23.2,2.266,12:26:04.381
762,20.9,59.782,25.1,0.638,3.0,0.28,28.2,4.644,25.5,103.2,59.782,23.2,2.719,12:26:05.547
763,21.3,59.865,26.5,0.607,3.0,0.289,26.1,2.87,25.5,103.2,59.865,22.7,3.059,12:26:06.700
764,22.0,60.381,25.1,0.603,3.0,0.283,26.1,2.492,25.5,103.2,60.381,22.9,3.021,12:26:07.872
765,20.9,60.049,25.1,0.619,3.0,0.237,26.1,4.116,27.0,103.2,60.049,22.7,2.341,12:26:09.022
766,20.7,59.572,25.1,0.582,3.0,0.233,28.2,2.908,27.0,103.2,59.572,22.9,2.454,12:26:10.177
767,21.8,59.964,25.1,0.563,3.0,0.316,28.2,2.568,25.5,103.2,59.964,23.2,3.814,12:26:11.332
768,20.7,60.975,26.5,0.621,3.0,0.28,26.1,2.492,25.5,103.2,60.975,23.2,2.832,12:26:12.499
769,20.9,59.977,26.5,0.555,3.0,0.309,26.1,3.096,25.5,103.2,59.977,22.7,2.341,12:26:13.648
770,21.3,59.959,25.1,0.635,3.0,0.281,26.1,2.719,25.5,103.2,59.959,23.2,3.625,12:26:14.805
771,21.6,60.719,25.1,0.581,3.0,0.289,28.2,2.945,25.5,103.2,60.719,23.2,2.152,12:26:15.982
772,20.9,59.911,26.5,0.53,3.0,0.26,26.1,2.756,25.5,103.2,59.911,23.4,2.001,12:26:17.137
773,21.8,60.147,26.5,0.61,3.0,0.273,26.1,2.681,25.5,103.2,60.147,23.2,2.303,12:26:18.284
774,20.9,59.632,26.5,0.597,3.0,0.256,26.1,3.021,25.5,103.2,59.632,23.2,3.096,12:26:19.438
775,20.7,61.019,25.1,0.555,3.0,0.298,26.1,2.53,25.5,103.2,61.019,22.9,2.53,12:26:20.592
776,20.9,59.539,25.1,0.551,3.0,0.304,28.2,4.947,25.5,103.2,59.539,22.9,3.663,12:26:21.762
777,21.3,60.267,25.1,0.526,3.0,0.266,26.1,3.852,25.5,103.2,60.267,23.4,3.436,12:26:22.931
778,21.1,60.053,26.5,0.571,3.0,0.294,26.1,2.908,25.5,103.2,60.053,23.2,2.492,12:26:24.084
779,20.9,59.935,25.1,0.626,3.0,0.338,26.1,2.53,25.5,103.2,59.935,23.4,2.039,12:26:25.237
780,21.3,60.183,25.1,0.569,3.0,0.243,26.2,2.568,25.5,103.2,60.183,23.2,2.417,12:26:26.387
781,21.3,60.207,25.1,0.551,3.0,0.35,26.1,3.323,25.5,103.2,60.207,23.4,2.945,12:26:27.536
782,21.3,60.584,25.1,0.564,3.0,0.281,28.2,3.398,27.0,103.2,60.584,22.7,2.492,12:26:28.686
783,21.3,60.755,26.5,0.587,3.0,0.291,26.2,2.266,25.5,103.2,60.755,23.4,2.341,12:26:29.868
784,21.8,60.084,26.5,0.613,3.0,0.271,26.1,3.021,25.5,103.2,60.084,23.2,2.53,12:26:31.021
785,20.9,59.735,25.1,0.576,3.0,0.271,26.2,3.096,25.6,103.2,59.735,22.9,2.568,12:26:32.178
786,20.9,59.795,25.1,0.619,3.0,0.261,28.2,2.568,25.5,103.2,59.795,23.4,3.021,12:26:33.331
787,21.8,59.783,25.1,0.554,3.0,0.238,28.2,2.417,27.0,103.2,59.783,23.2,2.303,12:26:34.484
788,21.1,59.913,25.1,0.607,3.0,0.245,26.2,3.247,25.5,103.2,59.913,22.7,2.568,12:26:35.636
789,20.4,60.124,25.1,0.615,3.0,0.271,26.2,2.832,25.6,103.2,60.124,23.2,2.605,12:26:36.784
790,21.3,59.978,25.1,0.584,3.0,0.283,26.2,2.605,25.5,103.2,59.978,22.9,3.172,12:26:37.966
791,21.3,60.24,25.1,0.636,3.0,0.254,28.2,2.681,25.5,103.2,60.24,23.2,2.115,12:26:39.114
792,21.6,59.708,25.1,0.546,3.0,0.28,26.1,2.983,25.5,103.2,59.708,22.7,3.927,12:26:40.286
793,20.9,59.933,25.1,0.591,3.0,0.242,26.2,2.643,25.5,103.2,59.933,22.9,3.059,12:26:41.441
794,21.3,60.114,26.5,0.674,3.0,0.233,26.2,2.605,25.5,103.2,60.114,23.2,2.53,12:26:42.607
795,21.1,60.492,25.1,0.524,3.0,0.199,26.2,2.53,25.6,103.2,60.492,22.9,2.983,12:26:43.760
796,20.9,59.994,25.1,0.607,3.0,0.261,26.2,3.096,25.6,103.2,59.994,23.2,2.908,12:26:44.932
797,21.1,59.982,25.1,0.587,3.0,0.261,26.2,3.059,25.6,103.2,59.982,23.4,2.492,12:26:46.090
798,20.7,60.052,26.5,0.605,3.0,0.3,26.2,2.87,25.6,103.2,60.052,23.2,2.681,12:26:47.240
799,20.9,60.179,25.1,0.558,3.0,0.269,28.2,2.681,25.6,103.2,60.698,23.2,3.021,12:26:48.411
800,21.3,59.991,25.1,0.607,3.0,0.255,28.3,2.794,27.1,103.2,59.991,22.9,3.323,12:26:49.570
801,21.8,60.064,25.1,0.587,3.0,0.223,26.2,2.53,25.6,103.2,60.064,23.2,2.794,12:26:50.722
802,21.8,60.22,26.5,0.598,3.0,0.227,26.2,2.568,25.6,103.2,60.22,23.2,2.945,12:26:51.891
803,21.1,59.868,26.5,0.563,3.0,0.278,26.2,3.361,25.6,103.2,59.868,23.2,2.303,12:26:53.045
804,21.3,59.284,25.1,0.586,3.0,0.336,26.2,2.945,25.6,103.2,59.284,23.4,3.247,12:26:54.201
805,21.6,59.429,25.1,0.587,3.0,0.295,28.2,2.19,27.1,103.2,59.429,22.7,3.587,12:26:55.361
806,21.3,59.631,25.1,0.602,3.0,0.388,26.2,3.021,25.6,103.2,59.631,22.9,3.172,12:26:56.516
807,21.3,60.319,25.1,0.577,3.0,0.27,26.2,3.059,25.6,103.2,60.319,22.7,2.643,12:26:57.667
808,20.9,59.662,25.1,0.536,3.0,0.261,26.2,3.021,25.6,103.2,59.662,22.7,3.512,12:26:58.822
809,21.3,59.879,25.1,0.667,3.0,0.343,26.2,4.003,25.6,103.2,59.879,22.9,2.19,12:26:59.990
810,20.9,59.793,25.1,0.576,3.0,0.3,28.2,2.983,27.1,103.2,59.793,23.6,1.926,12:27:01.148
811,21.8,60.007,25.1,0.608,3.0,0.261,26.2,2.756,27.0,103.2,60.007,23.4,2.945,12:27:02.305
812,21.3,59.777,25.1,0.579,3.0,0.303,26.2,2.19,25.6,103.2,59.777,22.9,3.059,12:27:03.462
813,21.3,60.753,26.5,0.544,3.0,0.261,26.2,2.643,25.6,103.2,60.753,22.9,2.228,12:27:04.621
814,21.1,60.181,25.1,0.581,3.0,0.276,26.2,3.512,25.6,103.2,60.181,23.6,3.361,12:27:05.773
815,21.3,59.985,25.1,0.607,3.0,0.24,26.2,2.681,27.1,103.2,59.985,23.2,3.059,12:27:06.945
816,21.8,59.869,25.0,0.619,3.0,0.303,26.2,3.21,25.6,103.2,59.869,23.2,2.266,12:27:08.107
817,20.9,60.168,25.1,0.625,3.0,0.281,26.2,2.605,25.6,103.2,60.168,23.6,3.852,12:27:09.261
818,20.7,60.347,26.5,0.581,3.0,0.25,26.2,3.7,25.6,103.2,60.347,23.2,2.945,12:27:10.412
819,21.3,60.233,26.5,0.581,3.0,0.25,26.2,3.474,25.6,103.2,60.233,23.4,2.945,12:27:11.556
820,20.9,60.877,26.5,0.593,3.0,0.217,28.2,3.323,25.6,103.2,60.877,23.4,2.719,12:27:12.709
821,21.3,59.917,25.1,0.581,3.0,0.247,28.3,2.983,25.6,103.2,59.917,22.7,2.794,12:27:13.857
822,21.1,59.741,25.1,0.591,3.0,0.316,28.3,2.53,25.6,103.2,59.741,23.2,2.454,12:27:15.010
823,20.9,59.378,25.1,0.61,3.0,0.248,26.2,3.21,27.1,103.2,59.378,23.2,3.059,12:27:16.162
824,21.8,59.759,25.0,0.536,3.0,0.243,26.2,2.945,27.1,103.2,59.759,22.9,4.267,12:27:17.310
825,21.1,59.84,25.1,0.591,3.0,0.243,26.2,2.87,25.6,103.2,59.84,23.4,2.87,12:27:18.461
826,21.3,60.337,26.5,0.64,3.0,0.294,26.2,2.605,25.6,103.2,60.337,23.4,2.341,12:27:19.615
827,21.1,59.81,26.5,0.608,3.0,0.284,26.2,3.021,25.6,103.2,59.81,23.2,2.492,12:27:20.772
828,21.8,60.004,25.1,0.588,3.0,0.286,28.3,2.756,25.6,103.2,60.004,23.2,3.663,12:27:21.941
829,21.3,59.938,25.1,0.503,3.0,0.31,26.2,2.643,27.1,103.2,59.938,23.6,2.719,12:27:23.088
830,21.6,60.065,25.1,0.591,3.0,0.336,26.2,2.794,25.6,103.2,60.065,23.6,2.19,12:27:24.249
831,20.9,59.703,26.5,0.488,3.0,0.322,26.2,2.719,25.6,103.2,59.703,23.2,2.908,12:27:25.416
832,20.9,60.29,26.5,0.615,3.0,0.284,28.3,2.681,25.6,103.2,60.29,23.4,2.719,12:27:26.569
833,21.6,59.964,25.1,0.602,3.0,0.254,28.3,2.681,25.6,103.2,59.964,23.8,2.908,12:27:27.725
834,21.3,60.066,25.1,0.602,3.0,0.275,26.2,2.832,27.1,103.2,60.066,23.2,3.096,12:27:28.891
835,21.8,60.004,26.5,0.636,3.0,0.278,26.2,3.096,25.6,103.2,60.004,23.8,2.454,12:27:30.064
836,21.6,59.237,25.1,0.531,3.0,0.271,28.3,2.492,25.6,103.2,58.988,23.2,3.134,12:27:31.221
837,21.3,60.32,25.1,0.593,3.0,0.222,26.2,2.492,27.0,103.2,60.32,23.4,2.417,12:27:32.388
838,21.1,60.121,25.1,0.516,3.0,0.273,26.2,3.587,25.6,103.2,60.121,22.9,2.681,12:27:33.553
839,21.6,59.78,25.1,0.625,3.0,0.248,26.2,3.663,25.6,103.2,59.78,23.6,3.323,12:27:34.706
840,21.3,60.014,25.1,0.577,3.0,0.286,28.3,2.756,25.6,103.2,60.014,23.6,2.228,12:27:35.874
841,20.4,60.387,25.1,0.579,3.0,0.271,26.2,3.587,25.6,103.2,60.387,23.6,3.172,12:27:37.028
842,21.8,59.824,25.1,0.587,3.0,0.255,26.2,3.7,27.1,103.2,59.824,23.2,2.379,12:27:38.183
843,21.3,60.287,25.0,0.592,3.0,0.27,26.2,2.266,27.1,103.2,60.287,23.6,3.323,12:27:39.336
844,21.8,60.023,26.5,0.546,3.0,0.247,26.2,2.492,25.6,103.2,60.023,23.2,2.341,12:27:40.508
845,21.3,60.177,25.1,0.596,3.0,0.281,28.3,3.21,25.6,103.2,60.177,23.4,3.059,12:27:41.664
846,21.6,59.869,25.1,0.559,3.0,0.24,26.2,2.756,25.6,103.2,59.869,23.2,3.134,12:27:42.818
847,21.6,59.91,25.1,0.54,3.0,0.269,26.2,2.454,25.6,103.2,59.91,23.2,2.832,12:27:43.972
848,21.6,59.939,25.1,0.548,3.0,0.278,26.2,3.059,25.6,103.2,59.939,23.2,2.039,12:27:45.141
849,21.6,60.202,26.5,0.581,3.0,0.305,26.2,2.719,25.6,103.2,60.202,23.4,2.681,12:27:46.294
850,21.1,59.124,25.1,0.587,3.0,0.237,26.2,2.53,25.6,103.2,59.124,22.9,3.738,12:27:47.464
851,21.3,60.007,25.1,0.571,3.0,0.233,26.2,3.776,27.0,103.2,60.007,23.4,2.454,12:27:48.633
852,21.3,59.712,25.1,0.596,3.0,0.26,26.2,2.681,25.6,103.2,59.712,23.4,2.681,12:27:49.784
853,21.6,60.007,26.5,0.631,3.0,0.305,28.3,2.643,25.6,103.2,60.007,22.9,3.134,12:27:50.942
854,20.9,59.68,25.0,0.605,3.0,0.269,26.2,2.87,25.6,103.2,59.68,23.6,2.379,12:27:52.115
855,21.8,59.949,25.0,0.607,3.0,0.273,26.2,3.738,25.6,103.2,59.949,23.2,2.039,12:27:53.263
856,21.8,60.026,25.1,0.579,3.0,0.259,26.2,2.53,25.5,103.2,60.026,23.6,2.568,12:27:54.407
857,20.7,59.963,25.0,0.573,3.0,0.254,26.2,2.643,25.6,103.2,59.963,23.6,2.908,12:27:55.577
858,20.9,59.713,26.5,0.608,3.0,0.212,28.3,4.078,25.6,103.2,59.713,23.2,2.719,12:27:56.748
859,21.3,59.379,26.5,0.559,3.0,0.231,28.3,3.134,25.6,103.2,59.379,23.4,3.247,12:27:57.898
860,21.3,60.082,25.0,0.536,3.0,0.314,26.2,4.569,27.1,103.2,60.082,23.6,2.379,12:27:59.067
861,21.8,59.681,25.1,0.559,3.0,0.281,26.2,2.53,27.1,103.2,59.681,23.2,2.605,12:28:00.216
862,21.6,59.944,26.5,0.573,3.0,0.291,28.3,2.417,25.6,103.2,59.944,23.4,2.832,12:28:01.386
863,21.3,60.275,26.5,0.533,3.0,0.223,28.3,3.587,25.6,103.2,60.275,23.8,2.605,12:28:02.541
864,20.4,60.114,25.0,0.61,3.0,0.266,26.2,2.719,25.6,103.2,60.114,23.2,2.87,12:28:03.696
865,21.6,59.944,25.0,0.51,3.0,0.308,26.2,3.474,27.1,103.2,59.944,23.2,3.059,12:28:04.865
866,22.3,59.811,25.1,0.553,3.0,0.293,26.2,3.776,25.6,103.2,59.811,23.6,2.152,12:28:06.017
867,21.8,60.008,26.5,0.553,3.0,0.28,28.3,3.21,25.6,103.2,60.008,23.2,2.152,12:28:07.173
868,20.9,59.543,26.5,0.577,3.0,0.348,28.3,2.341,25.6,103.2,59.543,23.2,4.003,12:28:08.327
869,20.9,59.882,26.5,0.544,3.0,0.284,28.3,2.681,25.6,103.2,59.882,23.2,2.719,12:28:09.479
870,20.9,59.566,25.0,0.546,3.0,0.278,26.2,3.474,27.0,103.2,59.566,23.2,2.719,12:28:10.648
871,21.6,59.126,25.0,0.586,3.0,0.319,26.2,2.908,27.1,103.2,59.126,23.8,3.247,12:28:11.799
872,21.1,60.159,25.0,0.579,3.0,0.264,26.2,2.568,25.6,103.2,60.159,23.4,3.096,12:28:12.950
873,21.8,60.136,26.5,0.554,3.0,0.26,28.3,2.832,25.6,103.2,60.136,23.2,1.888,12:28:14.115
874,21.3,59.792,26.5,0.596,3.0,0.304,26.2,3.172,25.6,103.2,59.792,23.6,2.115,12:28:15.267
875,22.0,59.06,25.0,0.538,3.0,0.3,26.2,2.605,25.6,103.2,59.06,23.2,4.418,12:28:16.418
876,21.6,59.623,25.0,0.605,3.0,0.283,26.2,2.379,27.1,103.2,59.623,23.2,2.945,12:28:17.588
877,21.1,59.672,25.0,0.515,3.0,0.284,26.2,2.908,25.6,103.2,59.672,23.6,2.53,12:28:18.743
878,21.3,59.938,25.1,0.541,3.0,0.273,26.2,2.832,25.6,103.2,59.938,23.6,3.134,12:28:19.928
879,21.3,59.944,25.0,0.564,3.0,0.269,26.2,2.53,27.1,103.2,59.944,23.4,2.039,12:28:21.094
880,21.1,60.312,25.0,0.616,3.0,0.281,28.3,2.303,25.6,103.2,60.312,23.2,2.379,12:28:22.261
881,21.3,59.973,26.5,0.546,3.0,0.271,28.3,2.756,25.6,103.2,59.973,23.4,2.643,12:28:23.412
882,21.6,59.235,25.1,0.631,3.0,0.286,26.2,3.625,25.6,103.2,59.235,23.4,3.889,12:28:24.578
883,21.3,59.844,25.0,0.558,3.0,0.294,26.2,4.38,27.1,103.2,59.844,23.8,2.379,12:28:25.744
884,21.8,60.245,25.0,0.61,3.0,0.256,26.2,2.908,27.1,103.2,60.245,23.6,2.643,12:28:26.899
885,21.3,59.739,25.0,0.554,3.0,0.28,28.3,4.078,25.6,103.2,59.739,23.6,2.945,12:28:28.052
886,21.8,59.863,26.5,0.563,3.0,0.271,28.3,2.719,25.6,103.2,59.863,23.8,2.228,12:28:29.207
887,21.8,59.84,26.5,0.574,3.0,0.26,26.2,2.417,25.6,103.2,59.84,23.2,2.681,12:28:30.359
888,21.1,59.709,25.0,0.497,3.0,0.328,26.2,3.361,25.6,103.2,59.709,23.8,3.059,12:28:31.529
889,21.3,58.95,25.1,0.64,3.0,0.266,26.2,3.059,27.1,103.2,58.95,23.4,4.758,12:28:32.683
890,21.8,59.838,25.0,0.601,3.0,0.275,28.3,2.379,25.6,103.2,59.838,23.2,2.945,12:28:33.839
