Log,mixer_speed_M2,cp_temperature_fresh,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,ac_flowrate,mixer_pressure,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_torque_M2,mixer_torque_M1,cp_flowrate,mixer_speed_M1,Time
445,119.885,21.9,23.4,23.4,0.0,0.227,20.8,26.3,0.216,3.814,3.134,3.0,119.885,10:47:54.325
446,119.691,21.9,22.7,23.4,0.0,0.242,20.8,25.9,0.205,3.587,3.852,3.0,119.691,10:47:55.459
447,119.787,21.9,23.2,23.4,0.0,0.251,20.8,26.1,0.212,3.587,3.247,3.0,119.787,10:47:56.594
448,120.907,23.4,23.8,25.4,0.0,0.238,20.8,26.6,0.227,3.738,3.021,3.0,120.907,10:47:57.730
449,120.164,23.4,23.2,25.5,0.0,0.227,20.8,26.3,0.212,3.474,3.021,3.0,120.164,10:47:58.861
450,119.807,21.9,23.4,23.4,0.0,0.25,20.8,26.3,0.221,4.607,2.794,3.0,119.807,10:47:59.981
451,119.614,21.9,23.4,23.4,0.0,0.251,20.8,26.6,0.22,3.247,3.172,3.0,119.614,10:48:01.119
452,120.012,21.9,23.6,23.4,0.0,0.243,22.2,26.6,0.193,4.607,2.417,3.0,120.012,10:48:02.248
453,120.892,21.9,23.2,23.4,0.0,0.25,22.2,26.8,0.222,4.191,3.587,3.0,120.892,10:48:03.379
454,120.122,21.9,23.8,23.4,0.0,0.259,22.2,26.8,0.205,2.983,3.172,3.0,120.122,10:48:04.536
455,119.752,21.9,23.2,23.4,0.0,0.24,22.2,26.6,0.211,2.87,3.134,3.0,119.752,10:48:05.671
456,119.349,21.9,23.6,23.4,0.0,0.238,22.2,26.6,0.226,3.625,3.474,3.0,119.349,10:48:06.804
457,119.903,21.9,23.6,23.4,0.0,0.248,22.2,26.6,0.215,3.625,3.096,3.0,119.903,10:48:07.941
458,119.868,21.9,22.5,23.4,0.0,0.238,20.8,26.6,0.226,3.814,2.908,3.0,119.868,10:48:09.077
459,120.27,21.9,23.4,23.4,0.0,0.248,22.2,26.8,0.215,4.871,2.945,3.0,120.27,10:48:10.232
460,117.848,21.9,23.6,23.4,0.0,0.248,20.8,26.8,0.205,3.625,5.777,3.0,117.848,10:48:11.352
461,120.612,21.9,23.8,23.4,0.0,0.232,22.2,26.1,0.205,3.587,2.945,3.0,120.612,10:48:12.505
462,120.656,21.9,22.9,23.4,0.0,0.27,20.8,26.1,0.222,3.587,3.474,3.0,120.656,10:48:13.636
463,119.744,21.9,23.6,23.4,0.0,0.211,20.8,26.1,0.226,3.738,3.096,3.0,119.744,10:48:14.777
464,121.29,23.4,24.3,25.5,0.0,0.264,20.8,26.6,0.211,3.512,2.681,3.0,121.29,10:48:15.890
465,119.894,23.4,23.4,23.4,0.0,0.256,20.8,26.6,0.201,3.247,3.361,3.0,119.894,10:48:17.036
466,120.027,23.4,23.8,23.4,0.0,0.276,20.8,26.6,0.211,2.605,2.945,3.0,120.027,10:48:18.172
467,120.324,21.9,23.4,25.5,0.0,0.254,20.8,26.6,0.182,3.512,3.059,3.0,120.324,10:48:19.308
468,119.895,21.9,23.6,25.5,0.0,0.254,20.8,26.6,0.231,3.738,3.625,3.0,119.895,10:48:20.443
469,119.846,23.4,23.8,23.4,0.0,0.242,20.8,26.8,0.203,3.134,3.776,3.0,119.846,10:48:21.594
470,119.895,23.4,23.2,25.5,0.0,0.264,20.8,26.6,0.22,5.664,2.945,3.0,119.895,10:48:22.733
471,118.502,21.9,22.9,25.5,0.0,0.251,20.8,26.3,0.216,3.927,4.607,3.0,118.502,10:48:23.866
472,120.106,21.9,24.1,25.5,0.0,0.236,20.8,26.8,0.222,4.72,3.021,3.0,120.106,10:48:25.002
473,120.467,21.9,23.6,25.5,0.0,0.233,20.8,26.8,0.225,3.172,3.398,3.0,120.99,10:48:26.140
474,119.773,21.9,23.4,25.5,0.0,0.248,20.8,26.1,0.22,3.587,2.87,3.0,119.773,10:48:27.279
475,120.386,21.9,23.4,25.5,0.0,0.247,20.8,26.8,0.225,3.21,3.172,3.0,120.386,10:48:28.417
476,119.797,21.9,22.9,25.5,0.0,0.248,20.8,26.6,0.212,3.927,2.756,3.0,119.797,10:48:29.572
477,120.424,21.9,23.2,25.5,0.0,0.219,20.8,26.8,0.26,3.323,2.945,3.0,120.424,10:48:30.701
478,119.86,21.9,22.9,25.5,0.0,0.242,22.2,26.3,0.2,3.7,3.625,3.0,119.86,10:48:31.834
479,119.96,21.9,23.4,23.4,0.0,0.254,22.2,26.6,0.232,3.285,3.096,3.0,119.96,10:48:32.971
480,119.666,21.9,23.8,25.5,0.0,0.245,20.8,26.8,0.234,3.361,3.096,3.0,119.666,10:48:34.125
481,120.085,21.9,23.4,25.5,0.0,0.248,22.2,26.6,0.22,4.493,2.87,3.0,120.085,10:48:35.259
482,121.822,21.9,23.6,25.5,0.0,0.232,22.2,26.3,0.198,3.247,3.172,3.0,121.822,10:48:36.396
483,120.04,21.9,23.6,25.5,0.0,0.236,20.8,26.6,0.225,3.172,3.474,3.0,120.04,10:48:37.550
484,119.97,21.9,23.4,25.5,0.0,0.254,22.2,26.8,0.203,2.643,2.908,3.0,119.97,10:48:38.685
485,119.873,21.9,23.4,25.5,0.0,0.247,20.8,26.6,0.201,3.776,4.078,3.0,119.873,10:48:39.823
486,119.657,21.9,23.2,25.5,0.0,0.243,20.8,26.6,0.236,3.247,3.7,3.0,119.657,10:48:40.974
487,119.276,21.9,23.8,25.6,0.0,0.251,22.2,27.0,0.205,3.172,3.436,3.0,119.276,10:48:42.105
488,120.221,21.9,23.8,25.6,0.0,0.223,22.2,26.6,0.222,6.419,2.492,3.0,120.221,10:48:43.240
489,120.4,21.9,23.4,23.6,0.0,0.25,22.2,26.6,0.21,3.436,4.418,3.0,120.4,10:48:44.377
490,119.952,21.9,23.6,25.7,0.0,0.261,20.8,27.0,0.201,3.398,2.832,3.0,119.952,10:48:45.529
491,120.601,21.9,23.6,25.7,0.0,0.26,22.2,26.8,0.229,2.454,3.889,3.0,120.601,10:48:46.665
492,119.757,21.9,23.8,25.8,0.0,0.248,22.2,27.0,0.182,4.342,3.096,3.0,119.757,10:48:47.819
493,120.065,21.9,23.4,23.8,0.0,0.247,20.8,26.6,0.21,3.436,3.059,3.0,120.065,10:48:48.968
494,118.877,23.4,23.4,23.8,0.0,0.254,20.8,26.8,0.24,3.172,4.229,3.0,118.877,10:48:50.112
495,120.229,21.9,23.2,23.9,0.0,0.237,20.8,26.8,0.221,3.512,2.87,3.0,120.229,10:48:51.249
496,119.926,21.9,23.8,23.9,0.0,0.251,20.8,26.8,0.211,4.456,3.814,3.0,119.926,10:48:52.389
497,119.577,23.4,23.6,23.9,0.0,0.25,20.8,26.8,0.231,3.436,2.794,3.0,119.577,10:48:53.555
498,119.99,23.4,23.4,24.0,0.0,0.25,20.8,26.8,0.226,3.059,4.116,3.0,119.99,10:48:54.694
499,119.733,21.9,23.4,24.0,0.0,0.232,20.8,27.0,0.205,3.549,2.341,3.0,119.733,10:48:55.814
500,119.766,21.9,22.9,26.1,0.0,0.255,22.2,27.0,0.205,3.776,4.191,3.0,119.766,10:48:56.945
501,120.112,21.9,23.4,26.1,0.0,0.254,22.2,26.8,0.198,3.361,3.663,3.0,120.112,10:48:58.088
502,119.783,21.9,23.2,26.2,0.0,0.243,22.2,26.8,0.225,3.814,3.323,3.0,119.783,10:48:59.224
503,118.167,21.9,23.4,26.2,0.0,0.236,22.2,26.6,0.229,3.247,4.909,3.0,118.167,10:49:00.358
504,120.238,21.9,23.4,26.2,0.0,0.259,22.2,26.6,0.211,4.947,2.53,3.0,120.238,10:49:01.503
505,119.993,21.9,24.3,26.2,0.0,0.265,22.2,26.6,0.197,3.474,3.776,3.0,119.993,10:49:02.637
506,119.778,21.9,23.8,24.2,0.0,0.231,22.2,26.6,0.221,3.247,2.983,3.0,119.778,10:49:03.799
507,120.523,21.9,23.4,24.2,0.0,0.261,22.2,26.8,0.205,3.474,3.889,3.0,120.523,10:49:04.940
508,119.744,21.9,23.8,24.2,0.0,0.238,22.2,26.6,0.216,3.625,3.059,3.0,119.744,10:49:06.075
509,120.707,21.9,23.2,26.2,0.0,0.237,22.2,27.0,0.197,3.587,3.587,3.0,120.707,10:49:07.211
510,119.839,21.9,23.8,26.3,0.0,0.245,22.2,27.0,0.215,3.965,3.625,3.0,119.839,10:49:08.339
511,119.659,21.9,23.8,26.3,0.0,0.248,20.8,26.6,0.212,3.625,3.474,3.0,119.659,10:49:09.473
512,119.327,21.9,23.4,26.3,0.0,0.242,20.8,26.6,0.19,3.361,3.172,3.0,119.327,10:49:10.611
513,119.925,21.9,23.6,24.2,0.0,0.247,22.2,26.6,0.225,4.531,3.059,3.0,119.925,10:49:11.771
514,119.903,21.9,24.5,24.2,0.0,0.24,20.8,27.0,0.216,3.361,3.512,3.0,120.308,10:49:12.924
515,119.774,21.9,23.6,24.2,0.0,0.259,22.2,26.8,0.21,3.436,2.794,3.0,119.774,10:49:14.056
516,119.981,21.9,24.8,24.2,0.0,0.24,22.2,26.8,0.215,3.247,2.945,3.0,119.981,10:49:15.192
517,119.81,21.9,23.2,26.3,0.0,0.231,22.2,26.8,0.212,3.814,3.172,3.0,119.81,10:49:16.327
518,119.553,21.9,23.8,26.3,0.0,0.248,20.8,26.8,0.215,4.078,3.436,3.0,119.553,10:49:17.465
519,119.382,21.9,24.3,26.3,0.0,0.254,20.8,27.0,0.203,3.021,3.852,3.0,119.382,10:49:18.601
520,119.997,23.4,23.6,26.3,0.0,0.25,20.8,27.0,0.226,2.87,3.361,3.0,119.997,10:49:19.728
521,119.467,23.4,23.8,26.3,0.0,0.242,20.8,27.5,0.217,3.852,3.398,3.0,119.467,10:49:20.861
522,120.525,23.4,23.6,24.2,0.0,0.248,20.8,27.0,0.212,3.776,2.039,3.0,120.525,10:49:21.992
523,121.038,21.9,23.4,24.2,0.0,0.266,20.8,26.6,0.203,3.587,2.643,3.0,121.038,10:49:23.129
524,120.019,21.9,24.3,24.2,0.0,0.243,20.8,26.8,0.205,3.474,3.172,3.0,120.019,10:49:24.270
525,119.777,21.9,24.3,24.2,0.0,0.278,20.8,27.0,0.2,3.512,3.587,3.0,119.777,10:49:25.408
526,119.87,21.9,24.3,24.2,0.0,0.243,20.8,26.6,0.216,3.247,3.247,3.0,119.87,10:49:26.545
527,120.192,21.9,23.8,24.2,0.0,0.259,22.2,27.0,0.221,3.398,3.323,3.0,120.192,10:49:27.678
528,119.695,21.9,24.5,24.2,0.0,0.242,20.8,27.0,0.208,4.644,3.474,3.0,119.695,10:49:28.832
529,119.69,21.9,23.8,24.2,0.0,0.237,20.8,27.0,0.205,3.285,3.738,3.0,119.69,10:49:29.971
530,120.888,23.4,23.8,26.3,0.0,0.273,20.8,27.0,0.205,3.134,3.21,3.0,120.888,10:49:31.140
531,119.8,21.9,23.8,24.2,0.0,0.255,20.8,27.0,0.21,3.512,3.021,3.0,119.8,10:49:32.281
532,120.634,23.4,23.6,26.3,0.0,0.25,20.8,26.8,0.197,4.078,3.323,3.0,120.634,10:49:33.415
533,119.79,21.9,24.1,24.2,0.0,0.243,20.8,27.0,0.212,3.285,3.134,3.0,119.79,10:49:34.549
534,120.074,21.9,23.8,24.2,0.0,0.245,20.7,27.0,0.216,2.983,2.605,3.0,120.074,10:49:35.689
535,119.856,23.4,24.3,26.3,0.0,0.242,20.8,26.6,0.192,3.814,3.776,3.0,119.856,10:49:36.842
536,119.628,23.4,23.2,26.3,0.0,0.238,20.8,27.3,0.203,3.663,4.229,3.0,119.628,10:49:37.974
537,119.635,21.9,23.8,24.2,0.0,0.247,20.8,27.0,0.217,3.247,3.625,3.0,119.635,10:49:39.106
538,119.852,23.4,24.3,26.3,0.0,0.245,20.8,27.0,0.22,4.531,3.625,3.0,119.852,10:49:40.266
539,120.292,23.4,24.5,24.2,0.0,0.243,20.8,27.3,0.2,3.625,3.814,3.0,120.292,10:49:41.416
540,119.937,23.4,24.3,24.2,0.0,0.261,20.8,27.5,0.215,3.247,2.945,3.0,119.937,10:49:42.555
541,119.834,21.9,23.6,24.2,0.0,0.251,22.2,27.0,0.22,3.436,3.587,3.0,119.834,10:49:43.724
542,119.332,21.9,23.8,24.2,0.0,0.232,22.2,27.0,0.205,4.003,5.022,3.0,119.332,10:49:44.861
543,119.968,21.9,23.8,24.2,0.0,0.26,22.2,27.5,0.216,3.436,3.134,3.0,119.968,10:49:46.021
544,120.537,21.9,24.3,24.2,0.0,0.255,22.2,27.3,0.195,2.908,3.663,3.0,120.537,10:49:47.154
545,119.809,21.9,23.8,24.2,0.0,0.236,22.2,27.0,0.221,3.7,3.323,3.0,119.809,10:49:48.289
546,119.992,21.9,23.8,24.2,0.0,0.238,20.8,27.0,0.198,3.134,3.247,3.0,119.992,10:49:49.431
547,119.896,21.9,23.8,24.2,0.0,0.254,22.2,27.0,0.238,4.796,2.832,3.0,119.896,10:49:50.579
548,119.93,21.9,23.6,24.2,0.0,0.247,22.2,27.0,0.183,3.172,2.756,3.0,119.93,10:49:51.714
549,118.787,21.9,24.5,24.2,0.0,0.247,22.2,27.0,0.254,4.531,4.154,3.0,118.787,10:49:52.852
550,119.78,21.9,24.5,24.2,0.0,0.25,20.8,27.7,0.197,4.38,3.587,3.0,119.78,10:49:53.990
551,119.963,21.9,23.4,24.1,0.0,0.251,22.2,27.3,0.226,3.134,3.852,3.0,119.963,10:49:55.141
552,119.624,21.9,23.6,26.2,0.0,0.24,20.8,27.0,0.212,3.436,2.87,3.0,119.624,10:49:56.303
553,119.928,21.9,24.1,26.2,0.0,0.242,20.8,27.5,0.215,3.7,3.436,3.0,119.928,10:49:57.436
554,119.892,21.9,24.3,24.1,0.0,0.228,22.2,27.0,0.249,3.549,3.021,3.0,119.892,10:49:58.576
555,120.28,21.9,24.5,24.1,0.0,0.264,22.2,27.3,0.211,3.21,3.587,3.0,120.28,10:49:59.710
556,120.076,21.9,24.1,26.2,0.0,0.254,20.7,27.3,0.216,4.229,4.229,3.0,120.076,10:50:00.889
557,120.115,21.9,24.5,26.2,0.0,0.26,20.8,27.7,0.22,3.852,3.512,3.0,120.115,10:50:02.025
558,120.362,23.4,24.5,24.1,0.0,0.245,20.8,27.3,0.249,2.341,3.021,3.0,120.362,10:50:03.174
559,119.602,23.4,24.5,24.1,0.0,0.238,20.8,27.0,0.229,4.909,3.172,3.0,119.602,10:50:04.321
560,120.022,21.9,23.8,24.1,0.0,0.265,20.8,27.3,0.22,3.512,2.87,3.0,120.022,10:50:05.532
561,120.547,21.9,23.8,26.2,0.0,0.217,20.8,27.5,0.2,2.681,3.474,3.0,120.547,10:50:06.665
562,119.683,21.9,24.5,26.2,0.0,0.247,22.2,27.3,0.201,3.738,2.794,3.0,119.683,10:50:07.795
563,120.53,21.9,23.8,24.1,0.0,0.242,20.8,26.8,0.211,4.342,2.417,3.0,120.53,10:50:09.003
564,120.103,21.9,24.3,26.2,0.0,0.248,22.2,27.3,0.197,2.681,3.059,3.0,120.103,10:50:10.166
565,118.906,23.4,24.8,24.1,0.0,0.243,20.8,27.0,0.197,3.927,4.04,3.0,118.906,10:50:11.354
566,120.022,23.4,23.8,24.1,0.0,0.247,20.8,27.5,0.212,3.474,3.096,3.0,120.022,10:50:12.488
567,119.603,23.4,24.3,24.1,0.0,0.247,20.8,27.0,0.198,3.549,4.078,3.0,119.603,10:50:13.623
568,119.927,23.4,24.1,24.1,0.0,0.217,20.8,27.0,0.208,4.04,3.361,3.0,119.927,10:50:14.763
569,119.647,21.9,23.8,26.2,0.0,0.245,22.2,27.0,0.211,3.436,2.945,3.0,119.647,10:50:15.943
570,119.774,21.9,23.8,24.1,0.0,0.27,20.8,27.0,0.212,3.927,2.87,3.0,119.774,10:50:17.077
571,119.807,21.9,24.1,24.1,0.0,0.222,20.8,27.3,0.221,3.625,3.021,3.0,119.807,10:50:18.214
572,119.751,23.4,23.8,24.1,0.0,0.251,20.8,27.7,0.22,3.776,3.625,3.0,119.751,10:50:19.349
573,120.173,21.9,24.5,24.1,0.0,0.26,20.8,27.3,0.192,4.758,2.341,3.0,120.173,10:50:20.491
574,121.092,21.9,23.8,26.2,0.0,0.25,22.2,27.3,0.217,2.87,3.625,3.0,121.092,10:50:21.650
575,119.968,21.9,24.1,26.2,0.0,0.231,22.2,27.0,0.215,4.154,2.152,3.0,119.968,10:50:22.800
576,119.817,21.9,23.8,24.1,0.0,0.242,22.2,27.0,0.226,4.229,3.663,3.0,119.817,10:50:23.953
577,119.634,21.9,24.1,24.1,0.0,0.248,20.8,27.0,0.217,2.832,2.983,3.0,119.634,10:50:25.106
578,119.89,21.9,24.3,24.1,0.0,0.254,20.8,27.3,0.197,5.513,2.719,3.0,119.89,10:50:26.257
579,120.97,21.9,23.8,24.1,0.0,0.261,20.7,27.3,0.222,3.587,3.776,3.0,120.97,10:50:27.406
580,119.922,21.9,23.8,24.1,0.0,0.264,20.8,27.5,0.198,4.154,3.21,3.0,119.922,10:50:28.543
581,119.895,23.4,24.1,24.1,0.0,0.256,20.8,27.3,0.21,3.474,3.361,3.0,119.895,10:50:29.690
582,119.757,21.9,24.1,24.1,0.0,0.232,20.8,27.9,0.203,4.493,3.285,3.0,119.757,10:50:30.823
583,119.623,23.4,24.3,24.1,0.0,0.227,20.8,27.3,0.217,3.323,3.927,3.0,119.623,10:50:31.975
584,119.623,23.4,24.5,24.1,0.0,0.231,20.8,27.5,0.22,3.21,4.456,3.0,119.623,10:50:33.126
585,119.659,21.9,24.5,26.1,0.0,0.245,20.7,27.5,0.195,2.794,2.794,3.0,119.659,10:50:34.281
586,119.999,21.9,23.8,26.1,0.0,0.247,20.8,27.0,0.225,3.852,2.87,3.0,119.999,10:50:35.437
587,119.129,21.9,23.8,24.1,0.0,0.256,20.7,27.3,0.212,2.908,3.587,3.0,119.129,10:50:36.618
588,120.091,21.9,24.5,24.1,0.0,0.25,20.8,27.0,0.22,5.286,2.303,3.0,120.091,10:50:37.751
589,120.4,21.9,24.3,24.1,0.0,0.219,22.2,27.7,0.205,3.7,4.003,3.0,120.4,10:50:38.889
590,119.905,21.9,24.5,24.1,0.0,0.237,22.2,27.7,0.212,4.305,3.587,3.0,120.099,10:50:40.021
591,120.028,21.9,23.8,24.1,0.0,0.233,20.8,27.5,0.227,2.681,3.323,3.0,120.028,10:50:41.173
592,119.86,21.9,24.5,24.1,0.0,0.245,20.8,27.3,0.208,4.078,3.549,3.0,119.86,10:50:42.313
593,120.051,21.9,23.8,24.1,0.0,0.245,20.8,27.3,0.208,3.889,3.172,3.0,120.051,10:50:43.455
594,119.627,21.9,23.8,24.1,0.0,0.269,20.7,27.5,0.206,3.549,3.549,3.0,119.627,10:50:44.590
595,119.865,21.9,24.5,24.1,0.0,0.25,22.2,27.3,0.217,3.323,3.21,3.0,119.865,10:50:45.726
596,118.846,21.9,23.8,24.1,0.0,0.242,22.2,27.5,0.211,4.116,4.154,3.0,118.846,10:50:46.864
597,120.156,21.9,23.6,24.1,0.0,0.256,22.2,27.5,0.227,4.342,3.172,3.0,120.156,10:50:48.013
598,120.05,21.9,23.6,24.1,0.0,0.232,22.2,27.7,0.193,2.983,3.889,3.0,120.05,10:50:49.146
599,119.908,21.9,24.5,24.1,0.0,0.251,22.2,27.7,0.203,3.323,3.361,3.0,119.908,10:50:50.293
600,120.137,21.9,24.8,24.1,0.0,0.236,22.1,27.3,0.197,3.172,2.492,3.0,120.137,10:50:51.424
601,119.753,23.4,23.6,24.1,0.0,0.266,20.7,27.5,0.2,3.625,3.323,3.0,119.753,10:50:52.607
602,120.471,23.4,23.4,26.2,0.0,0.226,20.7,27.9,0.203,4.871,2.53,3.0,120.471,10:50:53.755
603,120.963,23.4,25.0,26.2,0.0,0.24,20.7,27.7,0.211,3.587,3.285,3.0,120.963,10:50:54.895
604,119.935,21.9,24.1,26.1,0.0,0.233,20.7,27.5,0.215,3.436,3.21,3.0,119.935,10:50:56.045
605,120.193,21.9,24.5,24.1,0.0,0.243,20.7,27.7,0.229,2.908,3.059,3.0,120.193,10:50:57.188
606,119.497,21.9,23.8,24.1,0.0,0.273,20.7,27.9,0.21,4.493,3.776,3.0,119.497,10:50:58.346
607,120.136,21.9,24.5,24.1,0.0,0.276,22.2,27.9,0.232,4.984,2.719,3.0,120.136,10:50:59.499
608,120.849,21.9,23.6,24.1,0.0,0.242,22.2,27.5,0.226,3.172,2.983,3.0,120.849,10:51:00.636
609,119.967,21.9,24.8,24.1,0.0,0.251,22.2,27.7,0.198,3.549,2.908,3.0,119.967,10:51:01.789
610,120.144,21.9,24.5,24.1,0.0,0.247,22.2,27.9,0.164,3.625,3.021,3.0,120.144,10:51:02.927
611,119.216,21.9,23.8,24.1,0.0,0.259,22.2,27.7,0.198,4.682,2.417,3.0,119.216,10:51:04.066
612,119.937,21.9,24.1,24.1,0.0,0.247,22.2,27.3,0.19,3.361,2.605,3.0,119.937,10:51:05.199
613,119.602,21.9,24.3,24.1,0.0,0.237,20.7,27.7,0.21,3.965,3.361,3.0,119.602,10:51:06.360
614,119.953,21.9,23.8,24.1,0.0,0.242,22.1,28.2,0.211,4.833,2.492,3.0,119.953,10:51:07.494
615,120.407,21.9,24.1,24.1,0.0,0.266,20.7,27.7,0.208,3.323,3.663,3.0,120.407,10:51:08.638
616,119.966,21.9,24.5,24.1,0.0,0.238,20.7,28.2,0.206,3.587,2.794,3.0,119.966,10:51:09.791
617,120.472,21.9,24.3,24.1,0.0,0.25,22.2,27.9,0.212,3.398,2.756,3.0,120.472,10:51:10.926
618,119.94,21.9,23.8,24.1,0.0,0.25,20.8,27.7,0.216,4.116,2.945,3.0,119.94,10:51:12.076
619,119.625,21.9,25.0,24.1,0.0,0.242,22.2,27.7,0.203,3.323,3.323,3.0,119.625,10:51:13.209
620,118.187,21.9,24.3,26.1,0.0,0.227,20.8,27.7,0.192,3.549,4.682,3.0,118.187,10:51:14.363
621,120.188,23.4,24.1,26.1,0.0,0.231,20.8,27.7,0.216,4.644,3.247,3.0,120.188,10:51:15.514
622,120.563,23.4,24.1,26.2,0.0,0.228,20.7,27.3,0.21,3.7,3.927,3.0,120.563,10:51:16.650
623,119.928,23.4,24.1,24.1,0.0,0.247,20.8,27.5,0.211,4.116,2.945,3.0,119.928,10:51:17.801
624,119.804,23.4,24.3,26.2,0.0,0.265,20.7,27.9,0.198,3.587,2.908,3.0,119.804,10:51:18.933
625,119.93,23.4,24.3,24.1,0.0,0.231,20.8,27.7,0.229,3.474,3.096,3.0,119.93,10:51:20.084
626,119.94,23.4,23.8,24.1,0.0,0.247,20.7,27.9,0.168,3.134,3.436,3.0,119.94,10:51:21.223
627,118.663,23.4,24.1,24.1,0.0,0.245,20.7,27.7,0.197,4.116,4.191,3.0,118.663,10:51:22.360
628,120.068,21.9,24.5,24.1,0.0,0.248,20.7,27.7,0.211,4.003,3.361,3.0,120.068,10:51:23.526
629,120.464,21.9,24.5,24.1,0.0,0.236,20.8,27.7,0.206,2.794,3.776,3.0,120.464,10:51:24.661
630,119.811,21.9,23.8,24.1,0.0,0.233,20.7,27.9,0.208,4.229,2.341,3.0,119.811,10:51:25.809
631,119.64,21.9,24.1,24.1,0.0,0.248,22.2,28.2,0.22,3.7,3.663,3.0,119.64,10:51:26.950
632,120.203,21.9,24.8,24.1,0.0,0.237,20.7,27.7,0.217,3.436,3.436,3.0,120.203,10:51:28.098
633,120.041,21.9,24.3,24.1,0.0,0.255,22.1,27.9,0.177,3.436,1.85,3.0,120.041,10:51:29.247
634,120.824,21.9,25.0,24.1,0.0,0.238,22.2,27.9,0.208,3.512,4.04,3.0,120.824,10:51:30.398
635,119.825,23.4,23.8,24.1,0.0,0.247,20.7,27.7,0.205,4.078,3.059,3.0,119.825,10:51:31.575
636,119.783,23.3,24.8,24.1,0.0,0.247,20.7,27.9,0.182,3.625,3.247,3.0,119.783,10:51:32.731
637,119.545,23.4,25.0,24.1,0.0,0.248,20.7,27.7,0.212,3.852,3.738,3.0,119.545,10:51:33.861
638,120.463,21.9,25.2,24.1,0.0,0.231,20.7,27.7,0.208,3.965,2.492,3.0,120.463,10:51:34.997
639,120.31,23.4,24.1,24.1,0.0,0.255,20.7,27.5,0.222,2.719,4.078,3.0,120.31,10:51:36.148
640,119.837,21.9,24.8,24.1,0.0,0.231,22.2,27.7,0.211,4.191,2.794,3.0,119.837,10:51:37.305
641,119.922,21.9,24.3,24.2,0.0,0.236,20.7,27.7,0.217,3.512,3.134,3.0,119.922,10:51:38.440
642,119.883,21.9,24.1,24.2,0.0,0.275,20.7,27.7,0.21,3.096,3.247,3.0,119.883,10:51:39.592
643,120.712,21.9,24.3,24.3,0.0,0.24,22.2,28.2,0.225,3.512,2.605,3.0,120.712,10:51:40.749
644,120.318,21.9,23.8,24.3,0.0,0.248,20.7,27.7,0.238,3.927,3.21,3.0,120.318,10:51:41.888
645,119.864,21.9,24.5,24.4,0.0,0.276,22.1,27.7,0.208,3.361,2.832,3.0,119.864,10:51:43.038
646,120.081,21.9,24.5,26.5,0.0,0.259,22.1,27.9,0.2,3.172,2.643,3.0,120.081,10:51:44.186
647,120.216,21.9,25.2,26.5,0.0,0.243,22.1,27.7,0.211,4.116,3.021,3.0,120.216,10:51:45.337
648,120.038,21.9,24.1,24.5,0.0,0.255,22.1,28.2,0.203,3.852,2.87,3.0,120.038,10:51:46.457
649,119.982,21.9,24.3,24.5,0.0,0.25,20.7,27.9,0.21,3.21,2.794,3.0,119.982,10:51:47.620
650,119.768,21.9,24.5,24.5,0.0,0.259,20.7,27.9,0.22,4.531,2.417,3.0,119.768,10:51:48.755
651,120.594,21.9,25.0,26.6,0.0,0.245,20.7,28.2,0.184,3.889,3.474,3.0,120.594,10:51:49.901
652,119.882,21.9,24.1,26.6,0.0,0.238,22.1,28.2,0.217,3.852,2.87,3.0,119.882,10:51:51.036
653,120.263,21.9,24.8,26.6,0.0,0.248,20.7,27.9,0.208,2.87,2.945,3.0,120.263,10:51:52.189
654,119.708,21.9,25.0,24.6,0.0,0.226,20.7,27.9,0.205,3.814,3.398,3.0,119.708,10:51:53.338
655,120.328,23.4,24.1,24.5,0.0,0.247,20.7,28.2,0.222,3.7,2.417,3.0,120.328,10:51:54.496
656,120.801,21.9,24.5,24.6,0.0,0.222,20.7,27.7,0.197,2.756,3.323,3.0,120.801,10:51:55.650
657,119.659,21.9,24.5,24.5,0.0,0.237,20.7,28.2,0.201,4.154,2.945,3.0,119.659,10:51:56.806
658,120.091,21.9,24.5,24.5,0.0,0.227,20.7,28.2,0.22,3.549,3.889,3.0,120.091,10:51:57.945
659,119.844,21.9,24.3,26.6,0.0,0.248,22.1,28.4,0.195,3.738,2.87,3.0,119.875,10:51:59.099
660,119.503,21.9,24.5,26.6,0.0,0.238,20.7,27.7,0.198,5.362,3.134,3.0,119.503,10:52:00.238
661,120.076,21.9,23.6,24.5,0.0,0.223,22.1,27.7,0.216,3.549,3.096,3.0,120.076,10:52:01.404
662,120.07,21.9,25.2,24.5,0.0,0.24,22.1,28.2,0.205,3.172,3.398,3.0,120.009,10:52:02.551
663,119.605,21.9,24.5,24.5,0.0,0.221,20.7,27.9,0.234,3.398,3.927,3.0,119.605,10:52:03.695
664,118.84,23.3,24.1,24.4,0.0,0.25,20.7,27.9,0.226,4.078,3.587,3.0,118.84,10:52:04.849
665,120.548,23.4,24.8,24.4,0.0,0.248,20.7,28.6,0.201,4.229,2.341,3.0,120.548,10:52:06.004
666,120.485,21.9,25.2,24.4,0.0,0.259,22.2,28.2,0.198,2.87,2.681,3.0,120.485,10:52:07.183
667,120.029,21.9,25.4,24.4,0.0,0.242,22.1,27.7,0.205,4.871,3.776,3.0,120.029,10:52:08.334
