Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
1505,142.0,0.693,0.26,3.0,25.2,21.8,119.819,4.682,37.6,33.0,2.908,22.3,119.819,12:33:21.134
1506,142.0,0.621,0.265,3.0,23.2,21.8,121.775,5.4,37.6,33.0,3.134,20.9,121.775,12:33:22.333
1507,142.0,0.668,0.284,3.0,23.2,23.3,120.275,3.889,37.2,32.8,3.398,20.9,120.275,12:33:23.552
1508,142.0,0.619,0.266,3.0,23.2,23.3,120.47,4.191,37.2,33.0,2.908,20.9,120.47,12:33:24.763
1509,142.0,0.669,0.271,3.0,23.2,21.8,120.773,2.832,37.8,33.6,3.323,20.9,120.773,12:33:25.975
1510,142.0,0.669,0.276,3.0,25.3,21.8,119.568,4.154,37.2,33.0,3.436,22.3,119.568,12:33:27.189
1511,142.0,0.645,0.295,3.0,25.2,21.8,119.793,4.04,37.2,33.0,3.663,20.9,119.793,12:33:28.406
1512,142.0,0.658,0.269,3.0,23.2,21.8,119.831,4.418,37.2,33.2,2.87,20.9,119.831,12:33:29.625
1513,142.0,0.64,0.278,3.0,23.2,21.8,120.331,4.38,37.6,32.6,3.814,20.9,120.331,12:33:30.856
1514,142.0,0.649,0.273,3.0,23.2,23.3,119.89,6.344,37.0,33.2,3.096,20.9,119.89,12:33:32.067
1515,142.0,0.682,0.288,3.0,23.2,21.8,119.87,4.154,37.0,33.0,4.456,20.9,119.87,12:33:33.273
1516,142.0,0.616,0.25,3.0,23.2,21.8,120.293,3.172,37.6,33.4,3.323,21.0,120.293,12:33:34.493
1517,109.0,0.648,0.273,3.0,25.2,21.8,119.959,4.493,37.2,33.0,4.078,22.4,119.959,12:33:35.708
1518,109.0,0.66,0.264,3.0,23.2,21.8,120.208,3.7,37.2,32.8,3.814,20.9,120.208,12:33:36.958
1519,109.0,0.653,0.27,3.0,25.2,21.8,119.426,3.814,37.8,33.0,3.398,22.4,119.426,12:33:38.170
1520,109.0,0.673,0.291,3.0,25.2,21.8,120.109,4.003,37.8,32.8,3.172,22.4,120.109,12:33:39.386
1521,109.0,0.645,0.273,3.0,23.2,21.8,119.738,4.418,37.4,33.4,2.945,20.9,119.738,12:33:40.630
1522,109.0,0.643,0.271,3.0,23.2,21.8,119.892,4.229,37.4,33.2,2.492,21.0,119.892,12:33:41.869
1523,109.0,0.664,0.261,3.0,23.2,21.8,119.881,3.549,37.6,33.4,3.172,21.0,119.881,12:33:43.101
1524,109.0,0.61,0.283,3.0,23.2,21.8,120.283,4.569,37.2,32.8,3.663,21.0,120.283,12:33:44.334
1525,109.0,0.658,0.283,3.0,23.2,21.8,119.612,4.191,37.6,33.0,3.247,22.4,119.612,12:33:45.544
1526,109.0,0.686,0.286,3.0,23.2,21.8,119.719,4.72,37.6,32.8,3.776,22.4,119.719,12:33:46.775
1527,109.0,0.636,0.275,3.0,23.2,21.8,120.607,2.681,37.2,33.6,3.398,22.4,120.607,12:33:47.995
1528,109.0,0.634,0.278,3.0,25.2,23.3,119.188,3.965,37.4,32.8,3.927,20.9,119.188,12:33:49.198
1529,109.0,0.645,0.264,3.0,23.2,21.8,119.969,4.418,37.4,33.6,3.247,21.0,119.969,12:33:50.390
1530,109.0,0.679,0.288,3.0,23.2,21.8,120.022,4.493,37.2,33.0,3.134,22.4,120.022,12:33:51.599
1531,109.0,0.674,0.276,3.0,25.2,21.8,119.806,4.72,37.4,33.6,3.587,21.0,119.806,12:33:52.817
1532,109.0,0.621,0.27,3.0,25.2,21.8,119.99,3.474,37.4,33.4,3.436,21.0,119.99,12:33:54.033
1533,109.0,0.649,0.308,3.0,23.2,23.3,120.319,4.078,37.8,33.0,3.172,21.0,120.319,12:33:55.243
1534,109.0,0.66,0.273,3.0,25.2,23.3,121.67,2.945,37.6,33.0,3.7,21.0,121.67,12:33:56.474
1535,109.0,0.692,0.284,3.0,23.2,23.3,118.213,4.191,37.4,33.0,4.758,21.0,118.213,12:33:57.692
1536,109.0,0.679,0.276,3.0,23.2,21.8,119.735,3.965,37.4,33.6,3.663,21.0,119.735,12:33:58.917
1537,109.0,0.592,0.251,3.0,25.2,21.8,119.575,4.38,37.2,33.0,3.361,21.0,119.575,12:34:00.175
1538,109.0,0.696,0.278,3.0,23.2,23.3,120.002,4.418,37.4,33.0,3.323,21.0,120.002,12:34:01.388
1539,109.0,0.616,0.275,3.0,25.2,23.3,120.021,3.549,38.0,33.4,2.568,20.9,120.021,12:34:02.615
1540,109.0,0.651,0.278,3.0,25.2,23.3,119.848,4.154,37.2,33.6,3.663,21.0,119.848,12:34:03.840
1541,109.0,0.676,0.283,3.0,23.2,21.8,119.681,3.663,37.6,33.0,3.7,20.9,119.681,12:34:05.053
1542,109.0,0.668,0.283,3.0,23.2,21.8,120.552,3.7,37.4,33.0,3.247,21.0,120.552,12:34:06.245
1543,109.0,0.646,0.288,3.0,25.2,21.8,120.419,3.323,37.2,33.0,4.191,21.0,120.419,12:34:07.459
1544,109.0,0.663,0.289,3.0,25.2,23.3,119.681,4.078,37.2,33.4,3.398,20.9,119.681,12:34:08.675
1545,109.0,0.596,0.275,3.0,23.2,21.8,119.787,4.342,37.8,33.0,3.285,21.0,119.787,12:34:09.893
1546,109.0,0.664,0.271,3.0,25.2,21.8,120.076,4.456,37.4,33.6,2.568,20.9,120.076,12:34:11.124
1547,109.0,0.671,0.289,3.0,23.2,21.8,120.234,4.607,37.6,33.8,3.738,20.9,120.234,12:34:12.343
1548,109.0,0.646,0.247,3.0,23.2,21.8,120.365,6.079,37.4,32.6,2.53,20.9,120.365,12:34:13.574
1549,109.0,0.658,0.283,3.0,23.2,21.8,120.015,4.456,37.4,33.0,4.267,22.4,120.015,12:34:14.784
1550,109.0,0.592,0.298,3.0,23.2,21.8,119.852,3.285,37.6,33.2,3.814,20.9,119.852,12:34:16.028
1551,109.0,0.663,0.278,3.0,25.2,23.3,119.833,4.607,37.2,33.0,3.776,20.9,119.833,12:34:17.273
1552,109.0,0.696,0.275,3.0,25.2,23.3,120.397,3.134,37.4,33.4,3.059,20.9,120.397,12:34:18.504
1553,109.0,0.62,0.26,3.0,23.2,21.8,121.104,3.965,37.8,33.2,3.852,20.9,121.104,12:34:19.717
1554,109.0,0.707,0.265,3.0,23.2,21.8,119.623,4.003,37.8,32.6,3.398,22.4,119.623,12:34:20.932
1555,109.0,0.664,0.251,3.0,23.2,21.8,119.555,4.154,37.4,33.8,3.361,22.4,119.555,12:34:22.162
1556,109.0,0.697,0.293,3.0,23.2,21.8,119.993,4.191,37.8,33.0,3.096,22.4,119.993,12:34:23.387
1557,109.0,0.681,0.286,3.0,23.1,21.8,119.837,4.116,37.4,33.4,3.096,22.4,119.837,12:34:24.604
1558,109.0,0.625,0.27,3.0,23.1,23.3,119.813,3.852,37.4,33.8,3.814,20.9,119.813,12:34:25.803
1559,109.0,0.654,0.266,3.0,25.2,23.3,119.922,4.078,37.8,33.2,4.116,20.9,119.922,12:34:27.022
1560,109.0,0.674,0.255,3.0,25.2,21.8,120.237,4.078,37.2,33.4,3.247,20.9,120.237,12:34:28.233
1561,109.0,0.656,0.291,3.0,25.2,21.8,120.992,3.625,37.8,33.0,4.078,20.9,120.992,12:34:29.462
1562,109.0,0.702,0.289,3.0,23.2,21.8,119.07,4.154,37.2,33.4,4.493,22.4,119.07,12:34:30.679
1563,109.0,0.671,0.276,3.0,25.2,21.8,119.815,3.814,37.2,33.2,3.814,22.4,119.815,12:34:31.913
1564,109.0,0.656,0.271,3.0,23.2,21.8,120.033,3.776,37.6,33.0,2.341,22.4,120.033,12:34:33.121
1565,109.0,0.656,0.266,3.0,23.2,21.8,119.942,3.663,37.2,33.2,3.474,22.4,119.942,12:34:34.359
1566,109.0,0.588,0.288,3.0,23.2,21.8,119.969,4.38,37.6,33.4,3.096,22.4,119.969,12:34:35.587
1567,109.0,0.691,0.288,3.0,25.2,21.8,120.544,5.513,37.2,33.4,3.096,22.4,120.544,12:34:36.833
1568,109.0,0.693,0.284,3.0,25.2,21.8,119.996,3.474,37.2,33.4,3.285,22.4,119.996,12:34:38.051
1569,109.0,0.651,0.266,3.0,23.1,21.8,122.087,3.852,37.8,33.0,3.247,20.9,122.087,12:34:39.254
1570,109.0,0.659,0.276,3.0,23.1,21.8,120.077,2.719,37.8,33.0,3.361,20.9,120.077,12:34:40.490
1571,109.0,0.638,0.273,3.0,23.1,23.3,120.328,4.267,37.6,33.4,3.965,20.9,120.328,12:34:41.703
1572,109.0,0.66,0.283,3.0,23.1,21.8,119.928,3.587,37.2,33.8,3.436,20.9,119.928,12:34:42.916
1573,109.0,0.66,0.284,3.0,25.2,21.8,119.729,4.305,37.6,33.6,2.417,20.9,119.729,12:34:44.126
1574,109.0,0.605,0.27,3.0,25.2,21.8,120.314,5.135,37.8,33.0,3.134,22.4,120.314,12:34:45.341
1575,109.0,0.659,0.286,3.0,23.1,21.8,119.963,3.474,37.8,33.0,3.285,20.9,119.963,12:34:46.554
1576,109.0,0.634,0.27,3.0,23.1,21.8,119.952,4.116,37.4,33.2,3.625,20.9,119.952,12:34:47.773
1577,109.0,0.667,0.264,3.0,23.1,21.8,120.38,3.172,37.2,34.1,2.568,20.9,120.38,12:34:49.002
1578,109.0,0.691,0.264,3.0,23.1,23.3,120.552,4.342,37.8,33.2,3.738,20.9,120.552,12:34:50.215
1579,109.0,0.625,0.271,3.0,23.1,21.8,119.415,3.889,37.2,34.1,3.852,20.9,119.415,12:34:51.450
1580,109.0,0.653,0.269,3.0,23.1,23.2,119.423,3.852,37.6,33.2,3.927,20.9,119.423,12:34:52.668
1581,109.0,0.667,0.28,3.0,23.1,21.8,119.918,3.927,37.4,33.2,3.285,20.9,119.918,12:34:53.880
1582,109.0,0.636,0.256,3.0,23.1,21.8,119.96,3.852,37.4,33.0,2.228,20.9,119.96,12:34:55.119
1583,109.0,0.688,0.309,3.0,23.2,23.3,119.979,3.738,37.8,33.2,3.323,20.9,119.979,12:34:56.367
1584,109.0,0.679,0.264,3.0,25.2,21.8,119.955,5.928,37.8,33.2,2.228,20.9,119.955,12:34:57.613
1585,109.0,0.668,0.276,3.0,23.1,23.2,120.19,4.493,37.4,33.4,3.361,20.9,120.19,12:34:58.830
1586,109.0,0.636,0.266,3.0,23.1,21.8,120.116,3.738,38.0,33.4,4.191,20.9,120.116,12:35:00.028
1587,109.0,0.574,0.276,3.0,23.1,21.8,120.308,3.738,37.4,32.8,3.247,22.3,120.308,12:35:01.242
1588,109.0,0.712,0.269,3.0,25.2,21.8,119.124,3.21,37.6,33.0,4.796,22.3,119.124,12:35:02.462
1589,109.0,0.664,0.266,3.0,25.2,21.8,119.207,4.418,37.6,33.4,3.927,22.3,119.207,12:35:03.679
1590,109.0,0.656,0.284,3.0,25.2,21.8,119.701,3.852,37.4,33.0,3.663,22.3,119.701,12:35:04.909
1591,109.0,0.636,0.264,3.0,23.1,23.2,120.034,3.323,37.6,33.4,2.719,20.9,120.034,12:35:06.115
1592,109.0,0.608,0.304,3.0,25.2,21.8,119.905,3.738,37.8,34.1,3.549,20.9,119.905,12:35:07.358
1593,109.0,0.654,0.28,3.0,25.2,21.8,120.146,4.984,37.8,33.4,2.756,20.9,120.146,12:35:08.585
1594,109.0,0.698,0.26,3.0,23.1,23.2,119.727,4.342,37.4,33.0,3.436,20.9,119.727,12:35:09.807
1595,109.0,0.613,0.259,3.0,25.2,23.3,119.987,3.21,37.8,33.2,3.7,20.9,119.987,12:35:11.037
1596,109.0,0.682,0.271,3.0,25.2,21.8,119.812,3.663,37.8,33.0,3.474,20.9,119.812,12:35:12.283
1597,110.0,0.659,0.298,3.0,23.1,21.8,120.448,3.21,37.4,33.8,2.945,20.9,120.448,12:35:13.549
1598,110.0,0.684,0.264,3.0,23.1,21.8,119.573,4.04,37.8,33.2,4.078,20.9,119.573,12:35:14.781
1599,110.0,0.668,0.273,3.0,23.1,21.8,120.196,3.323,37.4,33.6,2.945,20.9,120.196,12:35:16.013
1600,110.0,0.624,0.276,3.0,23.1,21.8,119.784,3.474,37.8,33.4,3.776,22.3,119.784,12:35:17.224
1601,110.0,0.658,0.289,3.0,23.1,21.8,118.447,4.229,37.2,33.4,5.098,22.3,118.447,12:35:18.441
1602,110.0,0.659,0.269,3.0,23.1,21.8,119.433,4.305,37.4,33.4,3.361,22.3,119.433,12:35:19.673
1603,110.0,0.676,0.271,3.0,25.2,21.8,119.937,4.342,37.6,33.4,2.945,20.9,119.937,12:35:20.887
1604,110.0,0.678,0.278,3.0,25.2,21.8,120.072,3.512,37.6,33.0,3.323,20.9,120.072,12:35:22.100
1605,110.0,0.669,0.276,3.0,23.1,23.2,119.589,4.456,38.2,34.1,3.889,20.9,119.589,12:35:23.316
1606,110.0,0.648,0.271,3.0,23.1,21.8,120.273,3.323,37.8,33.0,3.663,20.9,120.273,12:35:24.529
1607,110.0,0.674,0.28,3.0,23.1,21.8,121.201,3.776,37.4,33.0,3.323,20.9,121.201,12:35:25.761
1608,110.0,0.605,0.264,3.0,23.1,21.8,120.132,2.87,37.8,33.2,3.814,20.9,120.132,12:35:26.976
1609,110.0,0.678,0.283,3.0,23.1,21.8,120.451,4.154,38.2,33.6,3.852,20.9,120.451,12:35:28.205
1610,110.0,0.669,0.27,3.0,23.1,23.3,119.694,4.116,37.6,33.2,4.267,20.9,119.694,12:35:29.449
1611,110.0,0.624,0.276,3.0,25.2,23.2,118.442,4.078,37.8,33.4,4.569,20.9,118.442,12:35:30.680
1612,110.0,0.648,0.294,3.0,23.1,21.8,119.909,4.418,37.8,33.6,3.059,20.9,119.909,12:35:31.900
1613,110.0,0.625,0.298,3.0,25.2,23.3,119.455,4.644,37.8,33.8,3.059,20.9,119.455,12:35:33.150
1614,110.0,0.674,0.3,3.0,23.1,21.8,120.368,4.003,37.8,33.2,2.832,20.9,120.368,12:35:34.363
1615,110.0,0.663,0.271,3.0,23.1,21.8,120.011,4.796,37.8,33.2,3.134,20.9,120.011,12:35:35.593
1616,110.0,0.635,0.269,3.0,23.1,21.8,119.927,4.003,37.6,33.6,3.512,22.3,119.927,12:35:36.806
1617,110.0,0.66,0.286,3.0,23.1,21.8,120.054,3.398,37.8,33.6,3.776,22.3,120.054,12:35:38.022
1618,110.0,0.66,0.271,3.0,23.1,21.8,120.15,3.625,37.8,33.6,3.21,22.3,120.15,12:35:39.242
1619,110.0,0.663,0.295,3.0,23.1,21.8,120.255,3.587,37.8,33.6,3.889,20.9,120.255,12:35:40.464
1620,110.0,0.673,0.288,3.0,23.1,21.8,119.115,4.569,37.8,33.4,3.549,20.8,119.115,12:35:41.691
1621,110.0,0.638,0.308,3.0,23.1,21.8,118.383,4.267,37.6,33.4,5.022,22.3,118.383,12:35:42.942
1622,110.0,0.659,0.27,3.0,23.1,21.8,119.71,4.644,37.6,33.4,3.361,22.3,119.71,12:35:44.174
1623,110.0,0.663,0.293,3.0,23.1,21.8,119.684,4.04,37.4,33.8,3.172,22.3,119.684,12:35:45.408
1624,110.0,0.676,0.271,3.0,25.2,21.8,119.525,4.003,37.6,33.0,3.398,20.8,119.525,12:35:46.656
1625,110.0,0.684,0.298,3.0,25.2,21.8,119.94,3.889,37.8,33.6,3.625,20.8,119.94,12:35:47.888
1626,110.0,0.668,0.266,3.0,25.2,21.8,120.116,4.38,37.8,33.8,2.983,20.8,120.116,12:35:49.103
1627,110.0,0.674,0.299,3.0,25.2,21.8,120.242,5.551,37.8,33.2,3.474,20.8,120.242,12:35:50.334
1628,110.0,0.688,0.273,3.0,23.1,21.8,119.25,3.663,37.6,34.1,3.361,22.3,119.25,12:35:51.552
1629,110.0,0.603,0.265,3.0,23.1,21.8,119.9,4.569,38.2,33.6,3.776,22.3,119.9,12:35:52.770
1630,110.0,0.691,0.275,3.0,23.1,21.8,120.244,2.832,37.2,33.6,2.643,22.3,120.244,12:35:54.000
1631,110.0,0.691,0.264,3.0,23.1,21.8,120.888,3.927,38.0,34.1,3.965,20.8,120.888,12:35:55.216
1632,110.0,0.678,0.266,3.0,23.1,21.8,119.428,4.342,37.6,33.4,3.247,20.8,119.428,12:35:56.434
1633,110.0,0.668,0.286,3.0,23.1,21.8,119.514,4.154,37.6,33.6,3.474,20.9,119.514,12:35:57.660
1634,110.0,0.64,0.323,3.0,23.1,21.8,119.587,3.474,37.6,33.4,3.474,22.3,119.83,12:35:58.909
1635,110.0,0.715,0.271,3.0,23.1,21.8,119.882,4.569,37.6,33.6,3.096,22.3,119.882,12:36:00.143
1636,110.0,0.668,0.278,3.0,23.1,21.8,120.098,4.191,37.4,33.4,2.681,22.3,120.098,12:36:01.362
1637,110.0,0.671,0.266,3.0,23.1,21.8,120.765,4.947,37.6,33.0,2.719,20.8,120.765,12:36:02.585
1638,110.0,0.674,0.284,3.0,23.1,21.8,120.259,5.06,37.6,33.6,3.247,22.3,120.259,12:36:03.830
1639,110.0,0.656,0.298,3.0,25.2,21.8,120.798,4.569,37.6,33.4,2.908,20.8,120.798,12:36:05.081
1640,110.0,0.654,0.28,3.0,25.2,21.8,119.925,4.305,37.8,33.6,3.398,20.8,119.925,12:36:06.313
1641,110.0,0.674,0.289,3.0,25.2,21.8,119.851,4.003,37.8,33.8,3.361,20.8,119.851,12:36:07.541
1642,110.0,0.626,0.289,3.0,23.1,23.2,119.96,3.776,37.6,33.2,3.587,20.8,119.96,12:36:08.791
1643,110.0,0.684,0.264,3.0,25.2,21.8,120.308,2.945,37.6,33.8,2.832,20.8,120.308,12:36:10.003
1644,110.0,0.682,0.256,3.0,25.2,21.8,120.51,4.154,37.8,33.4,4.607,22.3,120.51,12:36:11.218
1645,110.0,0.671,0.28,3.0,23.1,21.8,119.859,3.7,37.8,33.4,3.285,22.3,119.859,12:36:12.432
1646,110.0,0.671,0.254,3.0,23.1,21.8,119.812,4.267,37.8,34.1,3.172,20.8,119.812,12:36:13.660
1647,110.0,0.684,0.273,3.0,23.1,21.8,120.308,4.003,37.6,33.8,2.794,20.8,120.308,12:36:14.871
1648,110.0,0.686,0.265,3.0,23.1,21.8,120.122,3.7,37.8,33.4,3.247,20.8,120.122,12:36:16.104
1649,110.0,0.682,0.276,3.0,23.1,23.2,120.281,5.853,37.8,33.2,3.021,20.8,120.281,12:36:17.320
1650,110.0,0.616,0.27,3.0,23.1,21.8,119.922,5.098,37.8,33.0,2.19,20.8,119.922,12:36:18.570
1651,110.0,0.66,0.294,3.0,25.2,21.8,120.52,5.815,38.0,33.2,2.908,22.3,120.52,12:36:19.819
1652,110.0,0.674,0.266,3.0,23.1,21.8,120.034,4.342,37.6,33.6,2.681,20.8,120.034,12:36:21.060
1653,110.0,0.668,0.28,3.0,23.1,21.8,120.087,3.927,37.8,33.6,3.663,20.8,120.087,12:36:22.302
1654,110.0,0.664,0.288,3.0,23.1,21.8,120.136,3.285,37.8,33.6,4.078,20.8,120.136,12:36:23.535
1655,110.0,0.553,0.299,3.0,23.1,23.2,119.799,3.738,37.8,33.2,3.738,20.8,119.799,12:36:24.781
1656,110.0,0.702,0.271,3.0,23.1,23.2,120.413,3.361,38.0,33.8,3.625,20.8,120.413,12:36:26.015
1657,110.0,0.669,0.284,3.0,23.1,23.2,120.453,3.436,38.0,34.1,3.549,20.8,120.453,12:36:27.247
1658,110.0,0.66,0.276,3.0,23.1,23.2,120.266,3.059,37.8,33.0,3.738,20.8,120.266,12:36:28.475
1659,110.0,0.673,0.265,3.0,23.1,23.2,120.49,3.889,38.0,33.6,4.003,20.8,120.49,12:36:29.701
1660,110.0,0.648,0.269,3.0,23.1,21.8,119.868,3.587,37.8,33.6,2.945,20.8,119.868,12:36:30.932
1661,110.0,0.698,0.286,3.0,23.1,23.2,119.606,4.418,37.8,33.8,3.021,20.8,119.606,12:36:32.157
1662,110.0,0.664,0.303,3.0,23.1,23.2,120.284,4.38,37.8,33.2,2.983,20.8,120.284,12:36:33.376
1663,110.0,0.624,0.245,3.0,25.2,21.8,119.537,3.814,38.0,33.8,3.549,22.3,119.537,12:36:34.652
1664,110.0,0.688,0.283,3.0,23.1,21.8,119.89,3.776,37.8,33.6,3.398,20.8,119.89,12:36:35.915
1665,110.0,0.625,0.251,3.0,23.1,21.8,119.588,4.154,37.8,33.0,3.096,20.8,119.588,12:36:37.146
1666,110.0,0.701,0.313,3.0,23.1,21.7,119.972,3.7,38.0,33.8,2.908,20.8,119.972,12:36:38.374
1667,110.0,0.703,0.264,3.0,23.1,21.8,120.068,3.625,37.4,34.3,2.908,20.8,120.068,12:36:39.604
1668,110.0,0.591,0.293,3.0,23.1,23.2,120.369,4.04,38.0,33.2,3.512,20.8,120.369,12:36:40.851
1669,110.0,0.664,0.264,3.0,25.1,21.8,120.267,4.229,37.8,33.0,3.398,20.8,120.267,12:36:42.091
1670,110.0,0.688,0.28,3.0,25.2,21.8,119.958,4.38,37.8,33.8,3.436,20.8,119.958,12:36:43.322
1671,110.0,0.667,0.271,3.0,25.2,21.8,119.777,3.436,38.0,33.6,3.398,20.8,119.777,12:36:44.547
1672,110.0,0.663,0.271,3.0,25.2,21.8,120.082,4.154,38.0,33.6,3.927,20.8,120.082,12:36:45.779
1673,110.0,0.656,0.26,3.0,23.1,23.2,120.451,2.794,38.0,34.3,3.625,20.8,120.451,12:36:46.993
1674,110.0,0.667,0.27,3.0,23.1,23.2,120.663,3.436,38.0,33.4,4.871,20.8,120.663,12:36:48.227
1675,110.0,0.667,0.293,3.0,25.2,21.8,119.884,3.323,37.4,34.1,3.927,20.8,119.884,12:36:49.461
1676,110.0,0.638,0.284,3.0,23.1,21.8,120.996,3.927,37.6,33.6,4.267,22.3,120.996,12:36:50.726
1677,110.0,0.702,0.264,3.0,23.1,21.8,120.555,3.096,37.8,33.0,3.776,20.8,120.555,12:36:51.984
1678,110.0,0.673,0.276,3.0,23.1,21.8,119.91,5.06,37.6,33.4,4.003,20.8,119.91,12:36:53.201
1679,110.0,0.669,0.289,3.0,23.1,21.8,119.688,4.267,37.8,33.8,2.983,20.8,119.688,12:36:54.432
1680,110.0,0.668,0.273,3.0,23.1,21.8,119.458,4.191,38.0,33.0,4.078,20.8,119.458,12:36:55.663
1681,110.0,0.634,0.283,3.0,23.1,21.8,119.616,4.116,38.0,33.0,3.852,20.9,119.616,12:36:56.893
1682,110.0,0.674,0.273,3.0,23.1,21.7,119.992,3.361,38.2,33.6,2.87,20.8,119.992,12:36:58.118
1683,110.0,0.674,0.283,3.0,23.1,21.7,120.338,5.022,37.8,33.6,3.927,20.8,120.338,12:36:59.346
1684,110.0,0.636,0.275,3.0,23.1,21.8,120.024,6.079,37.8,33.6,2.983,20.8,120.024,12:37:00.578
1685,110.0,0.692,0.28,3.0,23.1,21.7,120.274,3.927,37.8,33.6,3.965,20.8,120.274,12:37:01.807
1686,110.0,0.651,0.27,3.0,25.2,23.2,119.843,4.531,37.8,34.1,3.021,20.8,119.843,12:37:03.053
1687,110.0,0.679,0.283,3.0,25.2,23.2,119.947,3.927,38.0,33.2,3.663,20.8,119.947,12:37:04.287
1688,110.0,0.673,0.28,3.0,23.1,21.8,119.991,3.549,38.0,33.0,3.059,20.9,119.991,12:37:05.546
1689,110.0,0.631,0.254,3.0,25.1,23.2,120.042,4.229,37.8,33.6,3.625,20.8,120.042,12:37:06.833
1690,110.0,0.659,0.28,3.0,25.2,23.2,119.465,4.116,38.0,33.8,3.7,20.9,119.465,12:37:08.050
1691,110.0,0.659,0.271,3.0,25.2,23.2,119.734,3.814,37.4,33.8,3.776,20.8,119.734,12:37:09.282
1692,110.0,0.671,0.256,3.0,25.1,23.2,120.029,3.361,38.2,33.6,3.21,20.8,120.029,12:37:10.515
1693,110.0,0.667,0.281,3.0,25.2,23.2,120.999,3.587,37.8,33.8,3.134,20.9,120.999,12:37:11.747
1694,110.0,0.601,0.266,3.0,25.1,23.2,120.194,3.21,38.0,33.4,4.116,20.8,120.194,12:37:12.978
1695,110.0,0.701,0.28,3.0,25.2,23.2,120.153,4.418,37.8,34.3,3.814,20.9,120.153,12:37:14.207
1696,110.0,0.663,0.28,3.0,25.1,23.2,118.865,3.814,38.0,33.8,4.796,20.8,118.865,12:37:15.446
1697,110.0,0.697,0.259,3.0,23.1,21.7,119.614,5.362,37.8,33.6,3.021,20.9,119.614,12:37:16.679
1698,110.0,0.682,0.283,3.0,23.1,21.7,119.763,3.927,37.8,33.6,3.512,20.8,119.763,12:37:17.910
1699,110.0,0.659,0.271,3.0,23.1,23.2,119.934,4.607,37.8,33.8,2.87,20.9,119.934,12:37:19.135
1700,110.0,0.659,0.303,3.0,23.1,23.2,120.136,4.72,37.8,34.1,2.983,20.8,120.136,12:37:20.368
1701,110.0,0.659,0.25,3.0,23.1,21.7,119.515,3.663,38.2,33.6,3.096,20.9,119.515,12:37:21.614
1702,110.0,0.668,0.284,3.0,23.1,23.2,119.87,3.776,37.8,33.8,3.776,20.8,119.87,12:37:22.906
1703,110.0,0.692,0.26,3.0,25.1,21.7,119.968,3.21,38.0,33.8,2.454,20.9,119.968,12:37:24.117
1704,110.0,0.668,0.294,3.0,25.1,21.7,120.458,5.513,37.6,33.2,3.436,20.8,120.458,12:37:25.344
1705,110.0,0.681,0.278,3.0,25.1,21.7,120.122,5.664,37.6,33.6,2.719,20.8,120.122,12:37:26.561
1706,110.0,0.653,0.271,3.0,23.1,21.7,120.166,4.342,37.8,33.8,3.927,22.3,120.166,12:37:27.775
1707,110.0,0.588,0.275,3.0,23.1,21.7,120.58,2.719,38.4,33.8,3.776,22.3,120.58,12:37:28.993
1708,110.0,0.697,0.28,3.0,25.1,21.7,121.505,3.663,38.0,34.1,3.927,22.2,121.505,12:37:30.239
1709,110.0,0.681,0.286,3.0,23.1,21.7,119.873,3.738,38.0,33.4,3.927,22.3,119.873,12:37:31.463
1710,110.0,0.635,0.31,3.0,25.1,21.7,120.174,4.456,37.8,33.6,3.927,20.8,120.174,12:37:32.710
1711,110.0,0.659,0.286,3.0,25.1,21.7,119.853,4.342,37.8,33.2,3.474,22.3,119.853,12:37:33.933
1712,110.0,0.646,0.264,3.0,25.1,21.7,119.508,4.38,37.8,33.8,3.512,20.8,119.508,12:37:35.165
1713,110.0,0.688,0.286,3.0,23.1,21.7,120.168,4.267,37.8,33.2,2.832,22.3,120.168,12:37:36.378
1714,110.0,0.671,0.299,3.0,23.1,23.2,119.7,3.965,38.2,34.1,3.247,20.8,119.7,12:37:37.642
1715,110.0,0.653,0.283,3.0,23.1,21.7,119.805,4.191,38.2,33.6,3.096,20.8,119.805,12:37:38.894
1716,110.0,0.673,0.291,3.0,23.1,21.7,119.807,4.154,37.8,33.8,2.568,20.8,119.807,12:37:40.132
1717,110.0,0.648,0.321,3.0,23.0,21.7,119.81,4.569,38.0,34.1,3.021,22.2,119.81,12:37:41.374
1718,110.0,0.645,0.28,3.0,23.1,21.7,120.334,4.871,38.0,33.6,2.983,20.8,120.334,12:37:42.599
1719,110.0,0.676,0.27,3.0,23.1,21.7,120.485,4.569,38.2,33.4,3.285,20.8,120.485,12:37:43.829
1720,110.0,0.61,0.273,3.0,23.0,21.7,119.86,5.626,38.0,34.1,3.7,22.2,119.86,12:37:45.059
1721,110.0,0.635,0.286,3.0,23.0,21.7,119.869,3.776,38.0,33.4,3.7,20.8,119.869,12:37:46.282
1722,110.0,0.686,0.266,3.0,23.1,21.7,120.732,3.021,38.2,34.1,3.21,20.8,120.732,12:37:47.501
1723,110.0,0.684,0.284,3.0,23.0,21.7,120.672,3.852,37.8,33.8,3.549,20.8,120.672,12:37:48.748
1724,110.0,0.649,0.261,3.0,23.1,21.7,120.152,3.738,37.8,33.8,3.889,20.8,120.152,12:37:49.959
