Log,mixer_motor_temperature_M1,cp_flowrate,ac_flowrate,mixer_speed_M2,cp_pressure,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,cp_temperature,mixer_motor_temperature_M2,mixer_torque_M2,mixer_pressure,mixer_torque_M1,mixer_speed_M1,Time
891,25.2,1.5,51.6,119.944,0.82,24.1,24.7,24.7,28.4,4.909,0.303,4.229,119.944,12:04:42.043
892,25.9,1.5,51.6,121.076,0.767,24.1,24.7,26.2,28.8,3.965,0.313,4.04,121.076,12:04:43.209
893,25.7,1.5,51.6,119.741,0.801,26.2,24.7,24.7,28.6,3.889,0.266,3.927,119.741,12:04:44.365
894,26.3,1.5,51.6,120.673,0.812,26.2,26.1,24.7,28.2,3.889,0.269,3.436,120.673,12:04:45.519
895,25.4,1.5,51.6,120.09,0.743,24.1,26.1,24.7,28.8,3.625,0.331,5.06,120.09,12:04:46.669
896,25.7,1.5,51.6,119.707,0.822,24.1,24.7,24.7,28.8,4.38,0.255,3.398,119.707,12:04:47.840
897,26.3,1.5,51.6,119.896,0.829,24.1,24.7,26.2,28.8,3.323,0.271,3.738,119.896,12:04:48.989
898,25.7,1.5,51.6,120.306,0.855,26.1,24.7,24.7,28.6,3.549,0.284,4.531,120.306,12:04:50.158
899,25.9,1.5,51.6,119.92,0.748,26.1,26.1,24.7,28.2,4.456,0.289,2.908,119.92,12:04:51.313
900,26.3,1.5,51.6,119.493,0.836,24.0,24.6,24.7,28.2,3.512,0.273,4.04,119.493,12:04:52.482
901,26.1,1.5,51.6,119.93,0.75,26.1,24.7,24.7,28.6,3.436,0.284,4.909,120.533,12:04:53.665
902,25.7,1.5,51.6,120.311,0.811,24.0,26.1,24.7,28.8,5.966,0.322,2.908,120.311,12:04:54.818
903,25.7,1.5,51.6,120.165,0.767,24.0,26.1,24.7,28.8,3.625,0.283,3.776,120.165,12:04:55.971
904,25.9,1.5,51.6,119.618,0.779,24.0,24.7,24.7,28.2,4.154,0.313,5.324,119.618,12:04:57.139
905,25.9,1.5,51.6,119.999,0.698,24.0,24.7,26.2,28.2,3.889,0.275,3.512,119.999,12:04:58.291
906,25.9,1.5,51.6,120.786,0.815,26.0,24.7,24.7,28.8,3.663,0.237,3.927,120.786,12:04:59.464
907,25.7,1.5,51.6,119.554,0.829,26.0,24.7,24.7,28.2,3.927,0.291,4.644,119.554,12:05:00.606
908,26.1,1.5,51.6,119.86,0.796,23.9,26.1,24.7,28.6,4.796,0.31,2.983,119.86,12:05:01.762
909,25.4,1.5,51.6,119.925,0.786,23.9,24.7,24.7,28.8,2.983,0.256,4.191,119.925,12:05:02.932
910,25.4,1.5,51.6,120.018,0.763,26.0,24.7,24.7,28.8,4.342,0.28,4.342,120.018,12:05:04.100
911,25.7,1.5,51.6,120.792,0.834,23.9,26.1,24.7,28.8,4.531,0.317,2.87,120.792,12:05:05.264
912,25.4,1.5,51.6,120.275,0.822,23.9,24.7,24.7,28.6,3.625,0.265,4.003,120.275,12:05:06.431
913,25.9,1.5,51.6,119.467,0.735,23.9,24.7,24.7,28.8,4.456,0.27,5.098,119.467,12:05:07.583
914,26.3,1.5,51.6,120.734,0.774,23.9,24.7,26.2,29.1,3.852,0.298,3.927,120.734,12:05:08.738
915,25.7,1.5,51.6,119.19,0.73,25.9,24.7,24.7,28.8,5.249,0.309,5.324,119.19,12:05:09.889
916,26.6,1.5,51.6,119.949,0.714,25.9,24.7,24.7,28.6,3.927,0.319,5.135,119.949,12:05:11.040
917,25.7,1.5,51.6,120.914,0.83,23.8,26.1,24.7,28.2,4.305,0.308,4.871,120.914,12:05:12.208
918,26.1,1.5,51.6,119.404,0.776,23.8,24.7,24.7,28.6,3.7,0.288,4.04,119.404,12:05:13.361
919,25.7,1.5,51.6,120.675,0.826,25.9,24.7,26.2,28.6,4.191,0.275,4.154,120.675,12:05:14.531
920,25.9,1.5,51.6,119.759,0.719,23.8,24.7,24.7,28.8,3.927,0.27,4.758,119.759,12:05:15.704
921,25.9,1.5,51.6,119.29,0.787,23.8,26.1,24.7,28.8,4.003,0.275,3.625,119.29,12:05:16.860
922,25.4,1.5,51.6,120.344,0.844,23.8,24.7,26.2,28.8,4.154,0.27,4.229,120.344,12:05:18.030
923,26.3,1.5,51.6,119.389,0.781,25.8,24.7,24.7,28.4,4.644,0.271,4.191,119.389,12:05:19.203
924,25.9,1.5,51.6,119.423,0.762,23.8,26.1,24.7,28.8,3.889,0.309,3.436,119.423,12:05:20.371
925,25.4,1.5,51.6,120.428,0.811,23.8,24.7,26.2,28.6,3.927,0.256,4.607,120.428,12:05:21.539
926,25.4,1.5,51.6,120.787,0.697,25.8,24.7,26.2,28.8,3.889,0.313,4.078,120.787,12:05:22.703
927,26.3,1.5,51.6,119.226,0.786,23.7,26.2,24.7,28.6,4.116,0.254,3.814,119.226,12:05:23.869
928,26.3,1.5,51.6,120.342,0.751,25.8,24.7,26.2,28.6,3.889,0.286,3.512,120.342,12:05:25.060
929,26.3,1.5,51.6,119.502,0.772,25.8,24.7,24.7,28.8,4.078,0.284,4.796,119.502,12:05:26.213
930,25.9,1.5,51.6,119.384,0.734,23.7,26.2,24.7,28.8,4.003,0.283,4.758,119.384,12:05:27.380
931,25.9,1.5,51.6,119.514,0.734,23.7,24.7,24.7,28.6,3.814,0.299,4.607,119.514,12:05:28.550
932,25.4,1.5,51.6,119.62,0.804,25.8,24.7,26.2,29.1,4.418,0.251,4.909,119.62,12:05:29.717
933,26.1,1.5,51.6,119.629,0.758,23.7,24.7,24.7,28.8,3.7,0.265,3.776,119.629,12:05:30.883
934,26.1,1.5,51.6,119.889,0.757,23.7,24.7,24.7,28.8,3.7,0.337,4.116,119.889,12:05:32.054
935,25.4,1.5,51.6,120.884,0.762,25.7,24.7,26.2,28.8,4.305,0.298,3.738,120.884,12:05:33.221
936,25.9,1.5,51.6,120.2,0.735,23.7,24.7,24.7,28.8,3.927,0.264,3.663,120.2,12:05:34.388
937,25.9,1.5,51.6,120.551,0.791,23.6,26.1,24.7,28.8,3.814,0.288,3.965,120.551,12:05:35.554
938,25.9,1.5,51.6,120.225,0.819,25.7,24.7,26.2,28.8,3.776,0.237,4.267,120.225,12:05:36.720
939,25.9,1.5,51.6,119.495,0.812,25.7,24.7,26.2,28.8,3.172,0.254,3.7,119.495,12:05:37.873
940,26.3,1.5,51.6,120.317,0.801,23.6,26.2,24.7,28.8,3.512,0.266,4.154,120.317,12:05:39.058
941,26.3,1.5,51.6,120.899,0.75,23.6,24.7,24.7,29.3,4.003,0.356,3.927,120.899,12:05:40.221
942,26.1,1.5,51.6,119.758,0.789,25.7,24.7,26.2,28.8,4.38,0.305,3.361,119.758,12:05:41.382
943,26.3,1.5,51.6,120.046,0.786,23.6,24.7,24.7,29.1,3.852,0.291,3.927,120.046,12:05:42.549
944,25.9,1.5,51.6,120.128,0.778,23.6,26.2,24.7,28.6,4.38,0.28,3.625,120.128,12:05:43.702
945,26.6,1.5,51.6,119.144,0.757,23.6,24.7,24.7,28.8,3.889,0.293,3.814,119.144,12:05:44.870
946,26.6,1.5,51.6,119.682,0.751,25.7,24.7,26.2,28.6,4.909,0.293,4.154,119.682,12:05:46.026
947,25.9,1.5,51.6,120.926,0.751,23.6,24.7,24.7,28.6,3.927,0.286,3.889,120.926,12:05:47.192
948,26.6,1.5,51.6,119.285,0.826,23.6,26.2,24.7,28.8,4.116,0.242,3.738,119.285,12:05:48.359
949,26.6,1.5,51.6,120.54,0.84,25.6,24.7,26.2,28.8,4.305,0.323,4.04,120.54,12:05:49.531
950,26.6,1.5,51.6,120.243,0.792,23.5,24.7,24.7,28.8,4.607,0.266,4.871,120.243,12:05:50.701
951,27.0,1.5,51.6,120.643,0.776,23.5,26.2,24.7,28.8,4.003,0.27,3.134,120.643,12:05:51.871
952,25.9,1.5,51.6,119.98,0.817,25.6,24.7,26.2,28.8,4.078,0.221,4.418,119.98,12:05:53.039
953,25.7,1.5,51.6,121.503,0.83,23.5,24.7,26.2,28.8,3.965,0.281,3.965,121.503,12:05:54.208
954,26.6,1.5,51.6,119.702,0.774,23.5,26.2,24.7,29.1,3.474,0.288,3.096,119.702,12:05:55.370
955,26.3,1.5,51.6,119.947,0.812,23.5,24.7,24.7,29.1,4.531,0.273,4.418,119.947,12:05:56.539
956,26.1,1.5,51.6,120.249,0.731,25.6,24.7,26.2,29.1,4.003,0.338,3.738,120.249,12:05:57.699
957,25.7,1.5,51.6,119.058,0.751,23.5,24.7,24.7,28.8,3.927,0.291,4.003,119.058,12:05:58.868
958,26.1,1.5,51.6,120.239,0.754,23.5,26.2,24.7,29.1,4.191,0.293,4.531,120.239,12:06:00.032
959,26.3,1.5,51.6,120.202,0.768,25.6,24.7,26.2,28.8,4.191,0.327,3.927,120.202,12:06:01.197
960,25.9,1.5,51.6,118.712,0.815,23.5,24.7,26.2,28.8,3.852,0.276,5.211,118.712,12:06:02.360
961,26.8,1.5,51.6,120.14,0.829,23.5,26.2,24.7,29.3,3.889,0.309,4.569,120.14,12:06:03.529
962,26.6,1.5,51.6,119.435,0.745,23.5,24.7,24.7,28.8,5.249,0.245,4.154,119.435,12:06:04.697
963,26.3,1.5,51.6,119.449,0.845,25.5,24.7,26.2,29.3,4.154,0.265,3.738,119.449,12:06:05.864
964,25.9,1.5,51.6,119.987,0.793,23.4,24.7,24.7,29.1,5.135,0.254,4.04,119.987,12:06:07.035
965,26.6,1.5,51.6,119.878,0.782,25.5,24.7,26.2,28.8,3.889,0.317,4.531,119.878,12:06:08.217
966,26.8,1.5,51.6,119.972,0.768,23.4,24.7,24.7,29.5,3.738,0.276,4.078,119.972,12:06:09.391
967,26.8,1.5,51.6,120.328,0.719,23.4,26.2,24.7,29.1,4.569,0.352,3.549,120.328,12:06:10.561
968,26.6,1.5,51.6,120.096,0.826,25.5,24.7,26.2,29.3,4.191,0.363,3.436,120.096,12:06:11.727
969,26.8,1.5,51.6,120.5,0.782,23.4,24.7,24.7,28.8,3.7,0.321,3.625,120.5,12:06:12.898
970,26.6,1.5,51.6,120.564,0.736,23.4,26.2,24.7,29.3,4.154,0.284,4.607,120.564,12:06:14.068
971,25.9,1.5,51.6,119.989,0.804,25.5,24.7,24.7,29.1,4.154,0.298,3.889,119.989,12:06:15.237
972,26.1,1.5,51.6,120.615,0.706,23.4,24.7,26.2,28.8,3.587,0.214,4.116,120.615,12:06:16.407
973,26.1,1.5,51.6,119.68,0.806,23.4,26.2,24.7,28.8,4.078,0.222,4.493,119.68,12:06:17.577
974,26.6,1.5,51.6,119.903,0.754,25.4,24.7,26.2,28.8,4.833,0.347,3.021,119.903,12:06:18.762
975,26.6,1.5,51.6,120.439,0.773,23.4,24.7,24.7,29.1,3.134,0.28,4.116,120.439,12:06:19.926
976,25.9,1.5,51.6,119.877,0.697,23.3,26.2,24.7,28.8,4.493,0.247,4.116,119.877,12:06:21.095
977,25.9,1.5,51.6,120.073,0.758,25.4,24.7,26.2,29.5,4.607,0.266,3.096,120.073,12:06:22.264
978,26.3,1.5,51.6,119.558,0.835,23.3,26.2,24.7,28.8,3.776,0.245,4.154,119.558,12:06:23.459
979,25.9,1.5,51.6,119.803,0.772,25.4,24.7,24.7,29.3,3.549,0.295,3.965,119.803,12:06:24.626
980,26.1,1.5,51.6,120.321,0.786,23.3,24.7,24.7,29.3,4.154,0.26,3.21,120.321,12:06:25.791
981,26.3,1.5,51.6,120.045,0.809,23.3,26.2,24.7,29.3,3.625,0.27,4.418,120.045,12:06:26.959
982,26.1,1.5,51.6,120.197,0.741,23.3,24.7,24.7,29.1,4.003,0.281,3.7,120.197,12:06:28.125
983,26.6,1.5,51.6,119.879,0.769,23.3,24.7,24.7,29.1,4.947,0.299,2.945,119.879,12:06:29.300
984,26.6,1.5,51.6,120.12,0.754,23.3,26.2,24.7,29.3,3.776,0.347,4.229,120.885,12:06:30.468
985,26.6,1.5,51.6,119.806,0.772,25.4,24.7,24.7,28.8,4.154,0.214,3.927,119.806,12:06:31.637
986,25.7,1.5,51.6,119.982,0.763,23.3,24.7,24.7,29.8,4.078,0.283,2.908,119.982,12:06:32.822
987,25.9,1.5,51.6,120.102,0.751,23.3,26.2,24.7,29.3,3.738,0.278,4.078,120.102,12:06:33.993
988,26.3,1.5,51.6,120.401,0.825,23.3,24.7,26.2,29.1,3.436,0.299,4.078,120.401,12:06:35.176
989,26.1,1.5,51.6,119.551,0.83,23.3,26.2,24.7,29.3,4.267,0.276,3.436,119.551,12:06:36.347
990,26.3,1.5,51.6,120.759,0.73,25.3,24.7,24.7,29.5,4.644,0.273,3.814,120.759,12:06:37.519
991,26.1,1.5,51.6,119.718,0.751,23.3,24.7,24.7,30.0,3.625,0.25,5.135,119.718,12:06:38.691
992,26.6,1.5,51.6,119.96,0.776,23.3,26.2,24.7,29.1,3.776,0.284,3.776,119.96,12:06:39.857
993,26.6,1.5,51.6,119.993,0.905,25.3,24.7,24.7,29.1,4.418,0.305,3.776,119.993,12:06:41.024
994,26.3,1.5,51.6,120.765,0.855,23.3,24.7,26.2,29.3,3.889,0.288,3.436,120.765,12:06:42.194
995,26.1,1.5,51.6,118.822,0.75,23.2,24.7,24.7,28.8,4.003,0.291,5.06,118.822,12:06:43.380
996,26.3,1.5,51.6,120.374,0.762,23.2,24.7,26.1,29.3,3.965,0.283,3.512,120.374,12:06:44.566
997,26.1,1.5,51.6,118.665,0.772,23.2,26.2,24.7,29.1,3.852,0.251,4.456,119.69,12:06:45.738
998,27.0,1.5,51.6,121.497,0.731,25.3,24.7,24.7,29.3,4.04,0.283,4.305,121.497,12:06:46.907
999,27.0,1.5,51.6,119.695,0.846,23.2,24.7,24.7,29.5,4.531,0.259,4.154,119.695,12:06:48.088
1000,26.8,1.5,51.6,120.257,0.806,23.2,26.2,24.7,29.3,4.569,0.323,3.361,120.257,12:06:49.256
1001,26.3,1.5,51.6,119.809,0.781,25.3,24.7,24.7,29.3,3.398,0.251,4.418,119.809,12:06:50.422
1002,25.9,1.5,51.6,119.731,0.758,23.2,24.7,24.7,28.8,4.078,0.28,4.456,119.731,12:06:51.605
1003,26.3,1.5,51.6,120.034,0.764,25.3,24.7,26.2,29.8,3.7,0.289,3.587,120.034,12:06:52.792
1004,26.6,1.5,51.6,119.7,0.769,23.2,24.7,24.7,29.8,3.436,0.221,4.191,119.7,12:06:53.977
1005,26.8,1.5,51.6,119.495,0.763,25.3,24.7,24.7,29.3,4.456,0.303,5.098,119.495,12:06:55.147
1006,26.6,1.5,51.6,119.738,0.719,23.2,24.7,26.2,29.3,3.663,0.286,3.059,119.738,12:06:56.317
1007,26.1,1.5,51.6,119.743,0.767,23.2,24.8,24.7,29.1,3.738,0.278,4.191,119.743,12:06:57.485
1008,26.8,1.5,51.6,119.327,0.659,25.2,24.7,24.7,29.8,4.72,0.305,5.249,119.327,12:06:58.653
1009,26.6,1.5,51.6,119.67,0.768,23.2,24.7,26.2,29.3,4.078,0.278,2.983,119.67,12:06:59.823
1010,25.9,1.5,51.6,120.089,0.804,23.2,24.8,24.7,29.3,3.285,0.275,4.229,120.089,12:07:00.993
1011,26.6,1.5,51.6,118.397,0.782,25.2,24.8,24.7,29.8,4.191,0.288,5.777,118.397,12:07:02.162
1012,26.3,1.5,51.6,119.73,0.753,23.1,24.8,26.2,29.5,4.947,0.286,2.832,119.73,12:07:03.331
1013,26.3,1.5,51.6,119.384,0.764,23.1,24.8,24.7,29.3,4.418,0.271,4.191,119.384,12:07:04.500
1014,26.1,1.5,51.6,119.766,0.797,25.2,24.8,24.7,29.5,3.398,0.251,4.456,119.766,12:07:05.680
1015,27.0,1.5,51.6,119.987,0.836,23.1,24.8,26.2,29.1,3.927,0.266,3.7,119.987,12:07:06.848
1016,26.8,1.5,51.6,119.686,0.717,23.1,26.2,24.7,29.5,4.191,0.276,4.947,119.686,12:07:08.029
1017,26.3,1.5,51.6,119.262,0.75,23.1,24.8,26.2,28.8,4.116,0.269,4.833,119.262,12:07:09.198
1018,27.0,1.5,51.6,120.01,0.73,23.1,24.8,24.7,29.3,3.7,0.231,3.21,120.01,12:07:10.368
1019,26.8,1.5,51.6,120.046,0.801,23.1,26.2,24.7,29.3,4.267,0.28,4.493,120.046,12:07:11.534
1020,27.0,1.5,51.6,120.053,0.829,23.1,24.8,26.2,28.8,4.305,0.299,4.003,120.053,12:07:12.737
1021,25.9,1.5,51.6,119.66,0.781,23.1,26.2,24.7,29.3,3.663,0.276,4.456,119.66,12:07:13.902
1022,26.3,1.5,51.6,119.828,0.754,25.2,24.8,24.7,29.3,4.116,0.295,3.738,119.828,12:07:15.069
1023,26.6,1.5,51.6,119.995,0.674,23.1,24.8,24.7,29.1,5.702,0.343,3.625,119.995,12:07:16.254
1024,26.6,1.5,51.6,119.591,0.804,25.2,24.8,24.7,29.3,3.361,0.266,3.927,119.591,12:07:17.444
1025,26.6,1.5,51.6,119.167,0.839,23.1,24.8,24.7,29.3,3.625,0.27,5.211,119.167,12:07:18.629
1026,26.6,1.5,51.6,119.871,0.758,25.2,24.8,24.7,29.3,3.587,0.273,3.021,119.871,12:07:19.800
1027,26.1,1.5,51.6,119.762,0.74,23.1,24.8,26.2,29.3,3.776,0.25,4.493,119.762,12:07:20.981
1028,26.8,1.5,51.6,119.866,0.741,25.2,26.2,24.7,29.8,4.418,0.259,4.758,119.866,12:07:22.164
1029,26.6,1.5,51.6,119.474,0.75,23.1,24.8,26.2,29.8,4.305,0.243,2.945,119.474,12:07:23.333
1030,27.5,1.5,51.6,120.254,0.769,23.1,24.8,24.7,29.8,4.644,0.305,3.663,120.254,12:07:24.505
1031,26.6,1.5,51.6,120.06,0.721,25.2,26.2,24.7,30.0,3.436,0.314,4.984,120.06,12:07:25.673
1032,26.3,1.5,51.6,119.661,0.773,23.1,24.8,26.2,29.1,3.625,0.289,3.814,119.661,12:07:26.852
1033,27.0,1.5,51.6,120.403,0.753,23.1,24.8,24.7,29.5,4.267,0.242,4.342,120.403,12:07:28.023
1034,26.8,1.5,51.6,120.049,0.774,25.1,24.8,24.7,29.3,3.776,0.284,4.191,120.049,12:07:29.193
1035,26.3,1.5,51.6,119.574,0.809,23.0,24.8,26.2,29.8,3.625,0.276,3.663,119.574,12:07:30.363
1036,26.6,1.5,51.6,120.318,0.772,23.0,24.8,24.7,29.5,4.267,0.265,4.607,120.318,12:07:31.528
1037,27.0,1.5,51.6,120.713,0.741,25.1,24.8,24.7,29.8,4.456,0.3,3.625,120.713,12:07:32.700
1038,27.0,1.5,51.6,119.257,0.791,23.0,24.8,26.2,29.3,4.305,0.298,4.305,119.257,12:07:33.872
1039,26.8,1.5,51.6,121.129,0.743,25.1,26.3,24.7,29.3,3.625,0.295,3.738,121.129,12:07:35.056
1040,26.3,1.5,51.6,119.981,0.822,23.0,24.8,26.2,29.5,4.003,0.28,3.814,119.981,12:07:36.237
1041,26.6,1.5,51.6,119.719,0.726,23.0,24.8,24.7,29.5,3.549,0.3,5.098,119.719,12:07:37.407
1042,27.3,1.5,51.6,119.912,0.739,25.1,26.2,24.7,30.2,4.229,0.288,3.247,119.912,12:07:38.573
1043,27.0,1.5,51.6,119.986,0.778,23.0,24.8,24.7,29.8,4.38,0.251,3.323,119.986,12:07:39.761
1044,26.8,1.5,51.6,120.413,0.814,25.1,24.8,24.7,29.3,3.927,0.305,3.361,120.413,12:07:40.946
1045,27.0,1.5,51.6,119.788,0.741,23.0,24.8,26.2,29.3,3.7,0.271,3.852,119.788,12:07:42.116
1046,26.6,1.5,51.6,120.278,0.778,23.0,24.8,24.7,29.3,4.418,0.298,3.625,120.278,12:07:43.282
1047,27.0,1.5,51.6,120.359,0.797,25.1,26.2,24.7,29.3,3.323,0.261,3.285,120.359,12:07:44.445
1048,26.6,1.5,51.6,120.089,0.804,23.0,24.8,24.7,29.3,3.7,0.314,4.116,120.089,12:07:45.609
1049,27.0,1.5,51.6,120.194,0.688,23.0,24.8,24.7,29.8,4.796,0.295,3.436,120.194,12:07:46.780
1050,27.3,1.5,51.6,120.05,0.811,23.0,26.3,24.7,29.8,3.474,0.288,3.549,120.05,12:07:47.944
1051,26.8,1.5,51.6,119.885,0.824,25.1,24.8,24.7,29.5,3.738,0.314,4.418,119.885,12:07:49.113
1052,26.8,1.5,51.6,120.753,0.787,23.0,24.8,26.2,29.8,4.569,0.291,3.323,120.753,12:07:50.286
1053,27.0,1.5,51.6,120.679,0.739,23.0,26.3,24.7,29.3,4.38,0.251,3.398,120.679,12:07:51.450
1054,26.8,1.5,51.6,120.418,0.726,23.0,24.8,24.7,29.5,3.625,0.283,4.305,120.418,12:07:52.618
1055,27.0,1.5,51.6,120.423,0.835,23.0,24.8,26.1,29.5,4.569,0.276,3.436,120.423,12:07:53.785
1056,26.8,1.5,51.6,120.504,0.824,23.0,26.3,24.7,29.3,3.549,0.261,4.418,120.504,12:07:54.959
1057,26.6,1.5,51.6,119.975,0.719,25.0,24.8,24.7,29.3,4.305,0.281,3.814,119.975,12:07:56.126
1058,27.3,1.5,51.6,119.968,0.757,22.9,24.8,26.2,29.8,4.003,0.269,3.323,119.968,12:07:57.294
1059,26.6,1.5,51.6,119.966,0.692,23.0,26.3,24.7,30.0,3.889,0.232,4.305,119.966,12:07:58.468
1060,26.6,1.5,51.6,119.925,0.743,25.0,24.8,24.7,30.0,4.078,0.332,4.04,119.925,12:07:59.632
1061,27.0,1.5,51.6,120.221,0.804,22.9,24.8,26.1,30.2,4.003,0.284,2.605,120.221,12:08:00.800
1062,26.6,1.5,51.6,120.726,0.793,25.0,26.3,24.7,29.8,3.965,0.231,4.003,120.726,12:08:01.986
1063,27.0,1.5,51.6,119.436,0.763,22.9,24.8,24.7,29.5,4.305,0.298,5.098,119.436,12:08:03.153
1064,27.0,1.5,51.6,119.62,0.751,22.9,24.8,24.7,30.0,4.493,0.299,3.021,119.62,12:08:04.334
1065,27.0,1.5,51.6,119.921,0.776,25.0,26.3,24.7,29.5,4.305,0.26,4.04,119.921,12:08:05.502
1066,27.3,1.5,51.6,120.636,0.773,22.9,24.8,26.2,30.0,3.625,0.322,4.154,120.636,12:08:06.682
1067,27.3,1.5,51.6,119.41,0.769,22.9,24.8,24.7,30.0,3.852,0.288,3.927,119.41,12:08:07.847
1068,27.0,1.5,51.6,120.442,0.763,25.0,26.3,24.7,29.8,4.078,0.265,4.003,120.442,12:08:09.016
1069,27.0,1.5,51.6,120.011,0.757,22.9,24.8,26.1,30.0,4.003,0.321,4.154,120.011,12:08:10.200
1070,27.0,1.5,51.6,120.331,0.835,22.9,24.8,24.7,30.0,4.796,0.261,4.078,120.331,12:08:11.400
1071,27.0,1.5,51.6,120.54,0.791,22.9,24.8,26.1,29.8,4.267,0.237,3.889,120.54,12:08:12.567
1072,27.5,1.5,51.6,120.623,0.751,25.0,26.3,24.7,29.3,4.04,0.337,3.7,120.623,12:08:13.738
1073,27.5,1.5,51.6,121.128,0.772,22.9,24.8,24.7,29.8,3.247,0.326,3.7,121.128,12:08:14.909
1074,26.6,1.5,51.6,120.144,0.74,22.9,24.8,26.1,29.8,4.305,0.278,3.852,120.144,12:08:16.074
1075,27.0,1.5,51.6,119.322,0.739,22.9,24.8,24.7,29.8,4.38,0.3,4.229,119.322,12:08:17.245
1076,26.8,1.5,51.6,121.061,0.846,22.9,24.8,24.7,30.0,3.361,0.284,3.814,121.061,12:08:18.414
1077,27.0,1.5,51.6,119.065,0.811,22.9,24.8,24.7,29.8,5.098,0.336,4.607,119.065,12:08:19.598
1078,27.0,1.5,51.6,120.865,0.758,25.0,26.3,24.7,30.0,4.493,0.259,3.172,120.865,12:08:20.768
1079,27.3,1.5,51.6,119.9,0.769,22.9,24.8,26.1,30.2,3.059,0.271,3.361,119.9,12:08:21.943
1080,26.6,1.5,51.6,120.367,0.751,25.0,26.3,24.7,29.8,4.456,0.284,3.474,120.367,12:08:23.115
1081,27.5,1.5,51.6,120.095,0.815,25.0,26.3,24.7,29.8,4.607,0.294,3.398,120.095,12:08:24.283
1082,27.0,1.5,51.6,118.714,0.767,22.9,24.8,26.1,30.0,3.398,0.222,4.493,119.252,12:08:25.447
1083,27.3,1.5,51.6,119.717,0.791,22.9,24.8,24.7,30.0,4.984,0.271,3.587,119.717,12:08:26.620
1084,27.3,1.5,51.6,120.087,0.739,24.9,26.3,24.7,30.0,4.154,0.275,3.625,120.087,12:08:27.785
1085,26.8,1.5,51.6,119.754,0.774,22.9,24.8,26.1,30.2,5.135,0.289,4.569,119.754,12:08:28.969
1086,27.0,1.5,51.6,119.212,0.807,24.9,24.8,24.7,30.0,4.078,0.264,4.569,119.212,12:08:30.138
1087,27.3,1.5,51.6,120.088,0.809,24.9,26.3,24.7,30.0,3.965,0.255,3.059,120.088,12:08:31.305
1088,26.8,1.5,51.6,120.074,0.779,22.8,24.8,24.7,30.0,3.889,0.289,3.776,120.074,12:08:32.488
1089,27.5,1.5,51.6,120.798,0.764,24.9,26.3,24.7,30.0,3.776,0.291,4.682,120.798,12:08:33.671
1090,27.3,1.5,51.6,119.155,0.739,22.8,24.8,26.1,30.0,4.116,0.27,3.889,119.155,12:08:34.839
1091,27.0,1.5,51.6,120.286,0.719,22.8,24.8,24.7,29.5,4.493,0.26,4.003,120.286,12:08:36.013
1092,26.6,1.5,51.6,121.157,0.746,24.9,26.3,24.7,30.2,3.663,0.26,3.738,121.157,12:08:37.184
1093,27.0,1.5,51.6,118.862,0.806,22.8,24.8,26.1,30.0,4.418,0.347,5.324,118.862,12:08:38.356
1094,27.3,1.5,51.6,119.827,0.712,24.9,26.3,24.7,30.0,4.116,0.254,4.267,119.827,12:08:39.540
1095,27.9,1.5,51.6,119.193,0.753,22.8,24.8,24.7,30.0,4.644,0.299,5.286,119.193,12:08:40.708
1096,26.6,1.5,51.6,119.542,0.806,22.8,24.8,24.7,30.0,3.965,0.326,4.342,119.542,12:08:41.890
1097,27.3,1.5,51.6,119.377,0.784,22.8,24.8,26.1,29.8,4.758,0.319,4.38,119.377,12:08:43.092
1098,27.0,1.5,51.6,120.634,0.717,22.8,24.8,24.7,30.0,4.456,0.321,3.436,120.634,12:08:44.256
1099,27.5,1.5,51.6,119.988,0.757,22.8,24.8,26.1,30.2,3.587,0.265,4.456,119.988,12:08:45.458
1100,27.3,1.5,51.6,119.9,0.707,22.8,24.8,24.7,30.0,4.191,0.248,4.191,119.9,12:08:46.626
1101,27.3,1.5,51.6,119.79,0.797,22.8,24.8,24.7,29.8,4.682,0.275,3.247,119.79,12:08:47.808
1102,26.8,1.5,51.6,120.132,0.793,22.8,24.8,24.7,29.8,4.607,0.233,3.776,120.132,12:08:48.990
1103,27.7,1.5,51.6,120.893,0.786,22.8,24.8,24.7,30.2,3.512,0.331,4.154,120.893,12:08:50.175
1104,27.3,1.5,51.6,119.219,0.787,22.8,24.8,24.7,30.0,4.04,0.372,3.852,119.219,12:08:51.358
1105,27.0,1.5,51.6,119.958,0.774,22.8,24.8,26.1,29.8,3.663,0.319,3.927,119.958,12:08:52.558
1106,26.8,1.5,51.6,120.44,0.746,24.9,24.8,24.7,30.0,3.436,0.31,4.04,120.44,12:08:53.741
1107,27.7,1.5,51.6,120.771,0.802,22.8,24.8,24.7,30.0,3.172,0.261,3.776,120.771,12:08:54.911
1108,26.8,1.5,51.6,119.543,0.717,22.8,24.8,26.1,30.0,4.38,0.247,4.267,119.543,12:08:56.083
1109,27.0,1.5,51.6,119.844,0.762,24.9,26.3,24.7,30.2,4.456,0.298,3.096,119.844,12:08:57.251
1110,27.0,1.5,51.6,120.784,0.753,22.8,24.8,24.7,30.0,3.512,0.319,3.738,120.784,12:08:58.434
1111,27.0,1.5,51.6,119.724,0.802,24.9,24.8,24.7,29.8,4.04,0.305,4.531,119.724,12:08:59.616
