Log,ac_flowrate,mixer_motor_temperature_M2,mixer_pressure,mixer_torque_M2,cp_flowrate,mixer_torque_M1,mixer_motor_temperature_M1,mixer_temperature_Funnel_outlet,mixer_speed_M2,cp_pressure,cp_temperature,mixer_speed_M1,mixer_temperature_Funnel,Time
668,111.0,22.7,0.269,3.814,3.0,3.247,20.2,24.2,119.583,0.679,23.6,119.583,23.1,09:51:43.861
669,111.0,23.2,0.269,2.605,3.0,3.927,19.8,24.2,119.483,0.64,23.6,119.483,23.1,09:51:44.997
670,111.0,23.2,0.316,3.7,3.0,3.323,20.4,24.2,119.781,0.646,25.0,119.781,23.1,09:51:46.133
671,111.0,23.2,0.28,4.078,3.0,3.247,20.4,24.2,120.763,0.653,23.6,120.763,23.1,09:51:47.286
672,111.0,22.9,0.269,2.568,3.0,2.908,20.4,26.2,120.045,0.709,23.6,120.045,24.6,09:51:48.444
673,111.0,23.2,0.28,3.512,3.0,2.908,20.2,26.2,120.156,0.71,23.6,120.156,23.1,09:51:49.593
674,111.0,22.7,0.275,3.172,3.0,2.832,20.9,26.2,120.564,0.631,23.6,120.564,24.5,09:51:50.732
675,111.0,22.7,0.283,3.059,3.0,3.059,20.2,26.3,120.799,0.701,23.6,120.799,23.1,09:51:51.887
676,111.0,22.9,0.216,3.398,3.0,2.756,20.4,26.3,119.904,0.664,23.6,119.904,23.1,09:51:53.025
677,111.0,23.2,0.281,3.285,3.0,4.078,20.7,24.2,119.539,0.654,23.6,119.539,23.1,09:51:54.181
678,111.0,22.7,0.245,3.134,3.0,2.341,20.4,24.2,119.951,0.709,25.0,119.951,23.1,09:51:55.351
679,111.0,22.7,0.278,3.21,3.0,3.096,20.4,24.2,120.124,0.679,23.6,120.124,23.1,09:51:56.506
680,111.0,22.7,0.288,3.361,3.0,3.398,20.4,24.2,119.744,0.654,23.6,119.744,23.1,09:51:57.644
681,111.0,22.5,0.336,3.587,3.0,3.059,20.9,26.2,119.781,0.706,23.6,119.781,24.6,09:51:58.809
682,111.0,23.2,0.294,2.303,3.0,2.87,19.8,26.3,119.966,0.668,23.6,119.966,24.6,09:51:59.947
683,111.0,22.7,0.243,3.059,3.0,3.21,19.8,26.3,119.915,0.658,23.6,119.915,24.6,09:52:01.079
684,111.0,22.7,0.28,3.663,3.0,3.549,20.4,26.3,119.895,0.702,23.6,119.895,23.1,09:52:02.234
685,111.0,22.9,0.281,2.908,3.0,2.756,20.4,24.2,120.352,0.697,23.6,120.352,23.1,09:52:03.384
686,111.0,22.7,0.305,3.738,3.0,3.889,20.7,24.2,119.798,0.625,25.0,119.798,23.1,09:52:04.533
687,111.0,23.4,0.261,5.362,3.0,4.154,20.9,24.2,118.972,0.706,23.6,118.972,23.1,09:52:05.670
688,111.0,22.9,0.313,3.172,3.0,3.059,20.7,24.2,120.101,0.636,23.6,120.101,23.1,09:52:06.820
689,111.0,22.7,0.281,2.983,3.0,2.983,19.8,24.2,119.968,0.709,25.0,119.968,23.1,09:52:07.976
690,111.0,23.2,0.237,4.342,3.0,3.285,20.9,24.2,120.363,0.668,25.0,120.363,23.1,09:52:09.114
691,111.0,22.7,0.273,3.776,3.0,3.285,21.1,24.2,119.481,0.613,25.1,119.481,23.1,09:52:10.268
692,111.0,23.6,0.348,3.7,3.0,3.436,20.4,26.3,119.763,0.696,23.6,119.64,23.1,09:52:11.421
693,111.0,23.2,0.308,4.04,3.0,3.361,19.8,26.2,119.636,0.663,23.6,119.636,24.6,09:52:12.579
694,111.0,23.2,0.303,3.21,3.0,3.549,20.4,24.2,120.034,0.605,23.6,120.034,23.1,09:52:13.733
695,111.0,23.4,0.254,2.908,3.0,2.719,20.4,24.2,120.138,0.691,23.6,120.138,23.1,09:52:14.889
696,111.0,22.9,0.256,3.172,3.0,3.474,20.0,24.2,119.436,0.61,23.6,119.436,23.1,09:52:16.024
697,111.0,22.9,0.236,5.022,3.0,4.493,20.7,24.2,121.612,0.726,25.0,121.612,23.1,09:52:17.175
698,111.0,23.2,0.284,3.587,3.0,2.87,20.9,24.2,120.201,0.712,25.0,120.201,23.1,09:52:18.328
699,111.0,23.2,0.265,2.908,3.0,3.285,20.4,24.2,119.45,0.613,25.0,119.45,23.1,09:52:19.467
700,111.0,23.2,0.284,3.663,3.0,3.21,20.4,24.2,119.813,0.712,23.6,119.813,23.1,09:52:20.631
701,111.0,23.2,0.284,3.663,3.0,4.796,20.7,26.2,118.879,0.735,23.6,118.879,24.6,09:52:21.799
702,111.0,23.4,0.266,2.983,3.0,4.305,20.4,26.2,118.816,0.66,23.6,118.816,24.6,09:52:22.937
703,111.0,22.9,0.245,4.493,3.0,2.832,20.4,24.2,120.03,0.709,23.6,120.03,23.1,09:52:24.091
704,111.0,23.2,0.28,3.398,3.0,3.512,20.4,24.2,119.979,0.654,23.6,119.979,23.1,09:52:25.239
705,111.0,23.2,0.293,3.814,3.0,2.87,20.4,24.2,119.91,0.651,25.1,119.91,23.1,09:52:26.388
706,111.0,22.9,0.264,3.965,3.0,3.323,20.4,24.2,120.096,0.734,23.6,120.096,23.1,09:52:27.558
707,111.0,23.4,0.295,3.361,3.0,3.323,21.1,24.2,119.938,0.659,23.6,119.938,23.1,09:52:28.702
708,111.0,23.2,0.293,3.738,3.0,2.643,20.4,26.2,119.963,0.673,23.6,119.963,24.6,09:52:29.857
709,111.0,22.9,0.266,3.21,3.0,2.794,20.7,24.2,119.812,0.715,23.6,119.812,23.1,09:52:31.013
710,111.0,23.2,0.261,3.361,3.0,3.549,19.8,24.1,120.158,0.687,23.6,120.158,23.1,09:52:32.164
711,111.0,23.2,0.295,3.021,3.0,3.663,20.2,24.2,120.349,0.697,23.6,120.349,23.1,09:52:33.319
712,111.0,23.2,0.283,2.983,3.0,2.945,20.7,24.2,119.874,0.703,25.1,119.874,23.1,09:52:34.468
713,111.0,23.2,0.269,4.116,3.0,3.21,20.4,24.2,120.056,0.649,23.6,120.056,23.1,09:52:35.628
714,111.0,23.2,0.286,2.87,3.0,2.983,20.9,26.3,119.903,0.717,23.6,119.903,23.1,09:52:36.775
715,111.0,22.9,0.264,3.512,3.0,3.474,20.7,26.2,120.021,0.671,23.6,120.021,23.1,09:52:37.928
716,111.0,23.2,0.281,3.852,3.0,3.172,20.9,24.2,119.891,0.645,23.6,119.891,24.5,09:52:39.081
717,111.0,23.2,0.299,3.965,3.0,4.267,20.9,24.2,119.972,0.702,23.6,119.972,24.5,09:52:40.228
718,111.0,23.2,0.299,3.21,3.0,3.512,20.4,24.2,120.113,0.698,23.6,120.113,23.1,09:52:41.379
719,111.0,23.4,0.25,4.116,3.0,3.361,20.4,24.2,120.248,0.646,25.1,120.248,23.1,09:52:42.541
720,111.0,23.2,0.319,3.247,3.0,3.134,21.1,24.2,121.006,0.712,25.1,121.006,23.1,09:52:43.694
721,111.0,23.4,0.261,4.607,3.0,3.361,20.4,24.2,120.133,0.667,25.1,120.133,23.1,09:52:44.822
722,111.0,23.2,0.254,2.794,3.0,3.814,21.3,24.2,119.83,0.687,25.1,119.83,23.1,09:52:45.970
723,111.0,23.2,0.278,3.587,3.0,3.663,20.0,24.2,119.979,0.73,25.1,119.979,23.1,09:52:47.117
724,111.0,23.2,0.284,3.323,3.0,3.21,21.1,26.2,119.976,0.656,23.6,119.976,23.1,09:52:48.268
725,111.0,23.4,0.273,3.474,3.0,3.814,20.4,24.2,119.972,0.712,23.6,119.972,24.5,09:52:49.423
726,111.0,23.2,0.286,3.285,3.0,3.738,20.7,24.2,119.897,0.692,23.6,119.897,23.1,09:52:50.587
727,111.0,22.7,0.31,3.965,3.0,3.436,20.9,24.2,120.029,0.631,23.6,120.029,23.1,09:52:51.737
728,111.0,23.2,0.275,4.078,3.0,2.87,20.7,24.2,119.854,0.684,25.0,119.854,23.1,09:52:52.891
729,111.0,23.6,0.265,4.72,3.0,5.022,20.9,24.2,119.6,0.717,25.1,119.6,23.1,09:52:54.045
730,111.0,23.8,0.286,4.493,3.0,3.021,20.0,26.2,121.778,0.654,23.6,121.778,23.1,09:52:55.211
731,111.0,23.6,0.303,3.398,3.0,2.983,21.1,24.2,119.866,0.658,23.6,119.866,24.5,09:52:56.366
732,111.0,23.2,0.245,2.794,3.0,2.756,20.2,24.2,119.826,0.673,23.6,119.826,23.1,09:52:57.521
733,111.0,23.2,0.283,4.154,3.0,3.927,21.1,24.2,120.225,0.686,23.6,120.225,23.1,09:52:58.675
734,111.0,23.6,0.275,3.814,3.0,2.945,20.9,26.2,119.578,0.697,23.6,119.578,23.1,09:52:59.845
735,111.0,23.2,0.255,2.832,3.0,3.549,20.4,26.2,119.842,0.658,23.6,119.842,23.1,09:53:00.999
736,111.0,23.8,0.255,3.663,3.0,3.587,20.4,24.2,119.637,0.717,23.6,119.637,24.5,09:53:02.154
737,111.0,23.8,0.25,3.285,3.0,3.965,20.4,24.2,121.642,0.674,23.6,121.642,23.1,09:53:03.319
738,111.0,23.8,0.275,3.134,3.0,4.04,20.4,24.2,119.371,0.63,23.6,119.371,23.1,09:53:04.466
739,111.0,23.6,0.295,4.72,3.0,3.587,20.4,24.2,120.036,0.724,25.1,120.036,23.1,09:53:05.618
740,111.0,23.8,0.284,3.172,3.0,2.983,20.9,26.2,120.061,0.72,25.0,120.061,23.1,09:53:06.770
741,111.0,23.8,0.264,3.474,3.0,4.305,20.9,26.2,119.006,0.653,23.6,119.006,23.1,09:53:07.927
742,111.0,23.4,0.254,4.871,3.0,3.361,20.9,24.2,120.035,0.741,23.6,120.035,24.5,09:53:09.096
743,111.0,23.8,0.336,3.21,3.0,3.738,20.7,24.2,119.911,0.679,23.6,119.911,23.1,09:53:10.245
744,111.0,23.8,0.24,4.078,3.0,3.021,20.7,24.2,119.793,0.651,23.6,119.793,23.1,09:53:11.401
745,111.0,23.6,0.286,4.003,3.0,3.965,20.9,26.2,119.956,0.703,25.1,119.956,23.1,09:53:12.566
746,111.0,23.4,0.342,3.512,3.0,4.909,20.4,24.2,119.088,0.658,23.6,119.088,23.1,09:53:13.723
747,111.0,23.8,0.222,3.474,3.0,3.096,20.4,24.2,119.488,0.492,23.6,119.488,24.5,09:53:14.880
748,111.0,23.6,0.283,4.342,3.0,2.681,20.9,24.2,119.79,0.679,23.6,119.79,23.1,09:53:16.035
749,111.0,24.1,0.275,4.191,3.0,3.587,20.7,24.2,119.274,0.638,25.0,119.274,23.1,09:53:17.192
750,111.0,23.6,0.273,5.928,3.0,2.53,20.7,24.2,119.907,0.651,25.0,119.907,23.1,09:53:18.341
751,111.0,23.8,0.27,2.756,3.0,3.587,20.9,26.2,120.293,0.726,25.0,120.293,23.1,09:53:19.501
752,111.0,23.4,0.273,3.965,3.0,3.738,20.4,26.2,119.837,0.616,23.6,119.837,23.1,09:53:20.651
753,111.0,23.6,0.271,3.134,3.0,3.927,21.3,24.1,119.084,0.493,23.6,119.084,24.5,09:53:21.808
754,111.0,23.8,0.27,3.398,3.0,3.021,21.3,24.2,119.93,0.684,23.6,119.93,23.1,09:53:22.975
755,111.0,24.1,0.276,3.096,3.0,3.474,20.9,24.2,119.942,0.582,25.0,119.942,23.1,09:53:24.128
756,111.0,23.6,0.313,5.098,3.0,2.87,20.7,26.2,120.055,0.674,25.0,120.055,23.1,09:53:25.280
757,111.0,23.6,0.256,3.436,3.0,3.7,20.7,26.2,119.916,0.71,25.1,119.916,23.1,09:53:26.429
758,111.0,23.8,0.256,3.21,3.0,3.172,20.9,26.2,121.724,0.588,23.6,121.724,23.1,09:53:27.581
759,111.0,23.6,0.275,4.078,3.0,3.852,21.1,24.2,119.967,0.525,23.6,119.967,23.1,09:53:28.732
760,111.0,23.6,0.266,3.625,3.0,2.945,21.1,24.2,119.978,0.669,23.6,119.978,24.6,09:53:29.881
761,111.0,23.8,0.266,3.134,3.0,3.927,21.3,24.2,119.313,0.701,23.6,119.313,24.6,09:53:31.029
762,111.0,23.8,0.261,3.398,3.0,3.852,20.9,24.2,120.367,0.673,23.6,120.367,23.1,09:53:32.183
763,111.0,23.8,0.275,3.663,3.0,2.643,21.1,24.2,119.989,0.712,23.6,119.989,23.1,09:53:33.333
764,111.0,23.8,0.265,3.965,3.0,3.549,21.6,24.2,119.661,0.425,23.6,119.661,23.1,09:53:34.482
765,111.0,23.4,0.293,3.361,3.0,3.512,20.4,26.2,120.013,0.649,25.0,120.013,23.1,09:53:35.634
766,111.0,24.1,0.283,4.456,3.0,3.436,20.9,26.2,120.142,0.526,25.0,120.142,23.1,09:53:36.784
767,111.0,24.1,0.286,2.983,3.0,3.512,20.9,24.2,120.087,0.648,23.6,120.087,23.1,09:53:37.938
768,111.0,23.8,0.28,3.738,3.0,3.398,21.1,24.2,119.825,0.681,23.6,119.825,24.6,09:53:39.094
769,111.0,23.8,0.289,3.361,3.0,4.342,20.9,24.1,119.493,0.621,23.6,119.493,24.6,09:53:40.245
770,111.0,24.1,0.291,3.323,3.0,3.663,21.3,24.1,119.576,0.496,23.6,119.576,23.1,09:53:41.400
771,111.0,23.4,0.269,3.323,3.0,3.776,20.9,26.2,119.835,0.573,25.0,119.835,23.1,09:53:42.566
772,111.0,23.6,0.276,3.134,3.0,3.512,20.9,24.1,120.22,0.563,23.6,120.22,23.1,09:53:43.731
773,111.0,24.1,0.259,2.945,3.0,3.927,21.1,24.1,120.093,0.629,23.6,120.093,24.6,09:53:44.885
774,111.0,23.8,0.278,3.927,3.0,3.512,20.7,24.1,119.868,0.676,23.6,119.868,24.6,09:53:46.039
775,111.0,23.6,0.236,2.908,3.0,3.474,20.9,26.2,119.985,0.403,23.6,119.985,23.1,09:53:47.207
776,111.0,23.8,0.275,3.738,3.0,3.096,21.1,26.2,119.995,0.518,25.0,119.995,23.1,09:53:48.356
777,111.0,23.8,0.275,3.134,3.0,3.549,21.6,24.1,119.841,0.492,23.6,119.841,23.1,09:53:49.524
778,111.0,23.8,0.261,2.794,3.0,4.305,21.3,24.1,119.152,0.581,23.6,119.152,24.6,09:53:50.695
779,111.0,23.8,0.238,4.493,3.0,2.643,21.8,24.1,119.864,0.681,23.6,119.864,23.1,09:53:51.843
780,111.0,24.3,0.247,2.87,3.0,3.663,21.1,26.2,119.735,0.62,25.0,119.735,23.1,09:53:53.010
781,111.0,23.8,0.291,4.229,3.0,3.587,21.6,24.1,119.919,0.454,25.0,119.919,23.1,09:53:54.160
782,111.0,23.8,0.248,3.21,3.0,3.21,21.6,24.1,120.072,0.535,25.0,120.072,23.1,09:53:55.311
783,111.0,24.3,0.26,3.021,3.0,3.285,21.6,24.1,120.251,0.571,23.6,120.251,23.1,09:53:56.462
784,111.0,23.8,0.338,3.663,3.0,3.852,20.9,24.1,119.839,0.625,23.6,119.839,23.1,09:53:57.610
785,111.0,24.3,0.273,3.172,3.0,3.398,20.7,24.1,119.874,0.621,23.6,119.874,24.6,09:53:58.760
786,111.0,23.6,0.271,3.134,3.0,3.663,20.9,26.2,119.932,0.465,23.6,119.932,23.1,09:53:59.933
787,111.0,24.1,0.269,3.965,3.0,4.154,21.3,24.1,120.125,0.387,23.6,120.125,23.1,09:54:01.115
788,111.0,23.8,0.288,3.398,3.0,3.625,21.3,24.1,120.072,0.441,23.6,120.072,24.6,09:54:02.267
789,111.0,23.8,0.238,3.776,3.0,3.398,21.3,24.1,119.698,0.511,23.6,119.698,24.6,09:54:03.417
790,111.0,24.1,0.261,3.247,3.0,3.436,21.6,26.2,119.865,0.383,23.6,119.865,23.1,09:54:04.583
791,111.0,24.1,0.243,4.456,3.0,4.04,21.6,24.1,120.782,0.443,25.0,120.782,23.1,09:54:05.732
792,111.0,24.1,0.237,4.154,3.0,3.889,21.6,24.1,119.653,0.381,25.0,119.653,23.1,09:54:06.880
793,111.0,24.3,0.3,3.134,3.0,4.116,20.9,24.1,120.257,0.42,25.0,120.257,23.1,09:54:08.032
794,111.0,23.8,0.242,3.587,3.0,4.38,21.3,24.1,119.94,0.232,25.0,119.94,23.1,09:54:09.181
795,111.0,24.1,0.248,3.436,3.0,2.417,21.6,24.1,120.735,0.121,23.6,120.735,23.1,09:54:10.337
796,111.0,23.8,0.237,3.172,3.0,3.021,21.6,24.2,120.242,0.303,23.6,120.242,24.6,09:54:11.487
797,111.0,24.3,0.24,3.436,3.0,3.852,21.6,26.2,119.992,0.387,23.6,119.992,23.1,09:54:12.643
798,111.0,24.3,0.24,3.663,3.0,3.21,21.3,26.2,120.113,0.265,23.6,120.113,23.1,09:54:13.799
799,111.0,24.3,0.28,2.794,3.0,3.625,21.3,24.1,120.124,0.431,25.0,120.124,23.2,09:54:14.965
800,111.0,24.3,0.265,3.738,3.0,4.116,21.6,24.2,119.996,0.226,23.6,119.996,23.1,09:54:16.112
801,111.0,24.3,0.275,2.983,3.0,3.663,20.9,24.1,120.177,0.059,23.6,120.177,23.1,09:54:17.265
802,111.0,24.3,0.245,3.172,3.0,2.908,21.6,24.1,120.069,0.317,23.6,120.069,24.6,09:54:18.414
803,111.0,24.3,0.273,3.096,3.0,3.398,21.8,26.2,120.08,0.239,23.6,120.08,23.1,09:54:19.580
804,111.0,23.8,0.273,3.852,3.0,4.078,21.3,24.2,119.554,0.348,23.6,119.554,23.1,09:54:20.733
805,111.0,24.1,0.232,2.87,3.0,2.719,21.1,24.1,119.865,0.367,23.6,119.865,23.1,09:54:21.882
806,111.0,24.1,0.242,2.87,3.0,2.794,21.6,24.2,119.914,0.093,25.0,119.914,23.1,09:54:23.031
807,111.0,24.3,0.259,3.549,3.0,4.154,21.3,24.2,119.697,0.298,25.0,119.697,23.1,09:54:24.174
808,111.0,24.1,0.266,3.398,3.0,2.908,21.3,24.2,119.941,0.322,23.6,119.941,23.1,09:54:25.323
809,111.0,23.8,0.242,2.908,3.0,3.323,21.3,24.2,119.767,0.239,23.6,119.767,23.1,09:54:26.487
810,111.0,24.3,0.251,3.549,3.0,3.247,21.8,26.2,120.048,0.249,23.6,120.048,24.6,09:54:27.637
811,111.0,23.8,0.27,3.587,3.0,3.059,21.1,26.2,119.731,0.253,23.6,119.731,23.1,09:54:28.793
